sample_id_1	sample_id_2	spearman_correlation
SRR39669459	SRR39669474	0.880234537364413
SRR39669468	SRR39669474	0.87700465911566
SRR39669469	SRR39669474	0.925049112420523
SRR39669470	SRR39669474	0.924285885359015
SRR39669471	SRR39669474	0.936050239086285
SRR39669472	SRR39669474	0.968671397615384
SRR39669473	SRR39669474	0.979419081743505
SRR39669474	SRR39669474	1
SRR39669475	SRR39669474	0.893857715215487
SRR39669460	SRR39669474	0.894971898206422
SRR39669461	SRR39669474	0.885706660769433
SRR39669462	SRR39669474	0.915210324223106
SRR39669463	SRR39669474	0.914242800695813
SRR39669464	SRR39669474	0.915475426611612
SRR39669465	SRR39669474	0.983958640963781
SRR39669466	SRR39669474	0.976325159091062
SRR39669467	SRR39669474	0.972964216775422
SRR39669458	SRR39669475	0.953701731109944
SRR39669459	SRR39669475	0.983395461526069
SRR39669468	SRR39669475	0.960637422878698
SRR39669469	SRR39669475	0.929821963857222
SRR39669470	SRR39669475	0.929398264302443
SRR39669471	SRR39669475	0.943910850642776
SRR39669472	SRR39669475	0.860214405745252
SRR39669473	SRR39669475	0.874096416992509
SRR39669474	SRR39669475	0.893857715215487
SRR39669475	SRR39669475	1
SRR39669460	SRR39669475	0.98984180043509
SRR39669461	SRR39669475	0.97352287926038
SRR39669462	SRR39669475	0.960898525113956
SRR39669463	SRR39669475	0.959849084097623
SRR39669464	SRR39669475	0.960911783270384
SRR39669465	SRR39669475	0.887959586286945
SRR39669466	SRR39669475	0.87057286359758
SRR39669467	SRR39669475	0.893258222375085
SRR39669458	SRR39669460	0.9579616302623
SRR39669459	SRR39669460	0.983974384620715
SRR39669468	SRR39669460	0.964506857383627
SRR39669469	SRR39669460	0.927614007802488
SRR39669470	SRR39669460	0.927423697696602
SRR39669471	SRR39669460	0.946472375054759
SRR39669472	SRR39669460	0.862488217016433
SRR39669473	SRR39669460	0.874613247833892
SRR39669474	SRR39669460	0.894971898206422
SRR39669475	SRR39669460	0.98984180043509
SRR39669460	SRR39669460	1
SRR39669461	SRR39669460	0.980088595088413
SRR39669462	SRR39669460	0.959843518833495
SRR39669463	SRR39669460	0.958025609662709
SRR39669464	SRR39669460	0.959757550563501
SRR39669465	SRR39669460	0.887658556901147
SRR39669466	SRR39669460	0.870863881889552
SRR39669467	SRR39669460	0.896589367248786
SRR39669458	SRR39669461	0.963374946939413
SRR39669459	SRR39669461	0.974595652212744
SRR39669468	SRR39669461	0.96544923258093
SRR39669469	SRR39669461	0.920953315344754
SRR39669470	SRR39669461	0.920296776330039
SRR39669471	SRR39669461	0.938562509070118
SRR39669472	SRR39669461	0.855182587443708
SRR39669473	SRR39669461	0.86720692009673
SRR39669474	SRR39669461	0.885706660769433
SRR39669475	SRR39669461	0.97352287926038
SRR39669460	SRR39669461	0.980088595088413
SRR39669461	SRR39669461	1
SRR39669462	SRR39669461	0.953244552459058
SRR39669463	SRR39669461	0.949289955939297
SRR39669464	SRR39669461	0.95214155561488
SRR39669465	SRR39669461	0.880680772898893
SRR39669466	SRR39669461	0.863098903348145
SRR39669467	SRR39669461	0.898917612178114
SRR39669458	SRR39669462	0.936112215924384
SRR39669459	SRR39669462	0.950685392532154
SRR39669468	SRR39669462	0.941311638652827
SRR39669469	SRR39669462	0.953571292074775
SRR39669470	SRR39669462	0.952074959882337
SRR39669471	SRR39669462	0.979194550340065
SRR39669472	SRR39669462	0.88963073050421
SRR39669473	SRR39669462	0.895843866045048
SRR39669474	SRR39669462	0.915210324223106
SRR39669475	SRR39669462	0.960898525113956
SRR39669460	SRR39669462	0.959843518833495
SRR39669461	SRR39669462	0.953244552459058
SRR39669462	SRR39669462	1
SRR39669463	SRR39669462	0.995923296066102
SRR39669464	SRR39669462	0.997187274409037
SRR39669465	SRR39669462	0.909963041406537
SRR39669466	SRR39669462	0.891129686683908
SRR39669467	SRR39669462	0.915995660782653
SRR39669458	SRR39669463	0.936312845611408
SRR39669459	SRR39669463	0.948044349102634
SRR39669468	SRR39669463	0.939271685662818
SRR39669469	SRR39669463	0.953644929011324
SRR39669470	SRR39669463	0.952071599147497
SRR39669471	SRR39669463	0.977953055303834
SRR39669472	SRR39669463	0.886997828789971
SRR39669473	SRR39669463	0.89398607020439
SRR39669474	SRR39669463	0.914242800695813
SRR39669475	SRR39669463	0.959849084097623
SRR39669460	SRR39669463	0.958025609662709
SRR39669461	SRR39669463	0.949289955939297
SRR39669462	SRR39669463	0.995923296066102
SRR39669463	SRR39669463	1
SRR39669464	SRR39669463	0.996650983220249
SRR39669465	SRR39669463	0.906453819950462
SRR39669466	SRR39669463	0.88894524178288
SRR39669467	SRR39669463	0.909411998340641
SRR39669458	SRR39669464	0.936465072742287
SRR39669459	SRR39669464	0.950571306056936
SRR39669468	SRR39669464	0.9410336448806
SRR39669469	SRR39669464	0.953887213999089
SRR39669470	SRR39669464	0.952290541774878
SRR39669471	SRR39669464	0.979353352204437
SRR39669472	SRR39669464	0.889212350739129
SRR39669473	SRR39669464	0.895914536286992
SRR39669474	SRR39669464	0.915475426611612
SRR39669475	SRR39669464	0.960911783270384
SRR39669460	SRR39669464	0.959757550563501
SRR39669461	SRR39669464	0.95214155561488
SRR39669462	SRR39669464	0.997187274409037
SRR39669463	SRR39669464	0.996650983220249
SRR39669464	SRR39669464	1
SRR39669465	SRR39669464	0.909427921542728
SRR39669466	SRR39669464	0.891085078431153
SRR39669467	SRR39669464	0.914402615718336
SRR39669458	SRR39669465	0.828737197082413
SRR39669459	SRR39669465	0.87091416211385
SRR39669468	SRR39669465	0.869229289781249
SRR39669469	SRR39669465	0.924843803602291
SRR39669470	SRR39669465	0.924466412461817
SRR39669471	SRR39669465	0.936917678423472
SRR39669472	SRR39669465	0.975150393057092
SRR39669473	SRR39669465	0.980653666006163
SRR39669474	SRR39669465	0.983958640963781
SRR39669475	SRR39669465	0.887959586286945
SRR39669460	SRR39669465	0.887658556901147
SRR39669461	SRR39669465	0.880680772898893
SRR39669462	SRR39669465	0.909963041406537
SRR39669463	SRR39669465	0.906453819950462
SRR39669464	SRR39669465	0.909427921542728
SRR39669465	SRR39669465	1
SRR39669466	SRR39669465	0.980558823188163
SRR39669467	SRR39669465	0.973524406005448
SRR39669458	SRR39669466	0.806405095783051
SRR39669459	SRR39669466	0.852068575428537
SRR39669468	SRR39669466	0.856873815536401
SRR39669469	SRR39669466	0.915221092475446
SRR39669470	SRR39669466	0.916412021321196
SRR39669471	SRR39669466	0.924902116151792
SRR39669472	SRR39669466	0.972946485434879
SRR39669473	SRR39669466	0.983095820683507
SRR39669474	SRR39669466	0.976325159091062
SRR39669475	SRR39669466	0.87057286359758
SRR39669460	SRR39669466	0.870863881889552
SRR39669461	SRR39669466	0.863098903348145
SRR39669462	SRR39669466	0.891129686683908
SRR39669463	SRR39669466	0.88894524178288
SRR39669464	SRR39669466	0.891085078431153
SRR39669465	SRR39669466	0.980558823188163
SRR39669466	SRR39669466	1
SRR39669467	SRR39669466	0.960924680537092
SRR39669458	SRR39669467	0.843247111854803
SRR39669459	SRR39669467	0.882569193531285
SRR39669468	SRR39669467	0.881861974543373
SRR39669469	SRR39669467	0.925609612779523
SRR39669470	SRR39669467	0.924067267106763
SRR39669471	SRR39669467	0.936057267047781
SRR39669472	SRR39669467	0.955890145295058
SRR39669473	SRR39669467	0.968627850451865
SRR39669474	SRR39669467	0.972964216775422
SRR39669475	SRR39669467	0.893258222375085
SRR39669460	SRR39669467	0.896589367248786
SRR39669461	SRR39669467	0.898917612178114
SRR39669462	SRR39669467	0.915995660782653
SRR39669463	SRR39669467	0.909411998340641
SRR39669464	SRR39669467	0.914402615718336
SRR39669465	SRR39669467	0.973524406005448
SRR39669466	SRR39669467	0.960924680537092
SRR39669467	SRR39669467	1
