sample_id_1	sample_id_2	euclidean_distance
SRR39669463	SRR39669465	211.041385094016
SRR39669464	SRR39669465	207.56307349504
SRR39669465	SRR39669465	0
SRR39669466	SRR39669465	102.433402146094
SRR39669467	SRR39669465	117.367761845021
SRR39669458	SRR39669466	302.131861965546
SRR39669459	SRR39669466	265.263783557259
SRR39669468	SRR39669466	262.953091318405
SRR39669469	SRR39669466	204.158727527793
SRR39669470	SRR39669466	202.787602829713
SRR39669471	SRR39669466	191.346335198017
SRR39669472	SRR39669466	122.271983661586
SRR39669473	SRR39669466	96.4295469132155
SRR39669474	SRR39669466	110.473026899106
SRR39669475	SRR39669466	249.688224750357
SRR39669460	SRR39669466	249.174937261624
SRR39669461	SRR39669466	256.638159275085
SRR39669462	SRR39669466	228.771158944806
SRR39669463	SRR39669466	230.687889890885
SRR39669464	SRR39669466	228.603119837305
SRR39669465	SRR39669466	102.433402146094
SRR39669466	SRR39669466	0
SRR39669467	SRR39669466	141.34454117629
SRR39669458	SRR39669467	265.446478546738
SRR39669459	SRR39669467	230.613437368458
SRR39669468	SRR39669467	232.664609613169
SRR39669469	SRR39669467	186.381253476514
SRR39669470	SRR39669467	188.173347782631
SRR39669471	SRR39669467	171.544230782529
SRR39669472	SRR39669467	155.114871407817
SRR39669473	SRR39669467	128.290929803299
SRR39669474	SRR39669467	118.28189717569
SRR39669475	SRR39669467	221.245960085214
SRR39669460	SRR39669467	217.351720125529
SRR39669461	SRR39669467	215.47707744202
SRR39669462	SRR39669467	195.705704166541
SRR39669463	SRR39669467	202.559607389754
SRR39669464	SRR39669467	197.232428768717
SRR39669465	SRR39669467	117.367761845021
SRR39669466	SRR39669467	141.34454117629
SRR39669467	SRR39669467	0
