sample_id_1	sample_id_2	euclidean_distance
SRR26553585	SRR26553585	0
SRR26553586	SRR26553585	180.237932519335
SRR26553587	SRR26553585	214.614529283858
SRR26553588	SRR26553585	223.524903258971
SRR26553594	SRR26553585	59.9453435317032
SRR26553593	SRR26553585	75.4117241021748
SRR26553585	SRR26553586	180.237932519335
SRR26553586	SRR26553586	0
SRR26553587	SRR26553586	100.135577364602
SRR26553588	SRR26553586	129.157430420323
SRR26553594	SRR26553586	183.320521823021
SRR26553593	SRR26553586	192.88970012694
SRR26553585	SRR26553587	214.614529283858
SRR26553586	SRR26553587	100.135577364602
SRR26553587	SRR26553587	0
SRR26553588	SRR26553587	133.336249767557
SRR26553594	SRR26553587	216.074066208151
SRR26553593	SRR26553587	225.634333117156
SRR26553585	SRR26553588	223.524903258971
SRR26553586	SRR26553588	129.157430420323
SRR26553587	SRR26553588	133.336249767557
SRR26553588	SRR26553588	0
SRR26553594	SRR26553588	220.802290806451
SRR26553593	SRR26553588	225.293695286534
SRR26553585	SRR26553594	59.9453435317032
SRR26553586	SRR26553594	183.320521823021
SRR26553587	SRR26553594	216.074066208151
SRR26553588	SRR26553594	220.802290806451
SRR26553594	SRR26553594	0
SRR26553593	SRR26553594	60.450507454347
SRR26553585	SRR26553593	75.4117241021748
SRR26553586	SRR26553593	192.88970012694
SRR26553587	SRR26553593	225.634333117156
SRR26553588	SRR26553593	225.293695286534
SRR26553594	SRR26553593	60.450507454347
SRR26553593	SRR26553593	0
