feature_id	SRR14935707	SRR14935708	SRR14935709	SRR14935710	SRR14935703	SRR14935704	SRR14935705	SRR14935706
SORBI_3001G127600	1	0	0	0	0	0	0	0
SORBI_3001G127700	0	0	0	0	0	0	0	0
SORBI_3001G127800	2267.341	2260	2547.106	2226.988	2314.001	1573.661	1735.998	2122.065
SORBI_3001G128000	36	82	17	22	7	16	12	3
SORBI_3001G128100	346.824	318.177	253	286	209.999	225	272	172.026
SORBI_3001G128200	72	68	43	75.001	39	29	60.018	37
SORBI_3001G128300	935	764	862.085	650	814	689	986.67	663
SORBI_3001G128400	961.732	1065	690	868.821	637	643.809	965.879	580
SORBI_3001G128500	4.002	4	1	5	4	2.074	1	6.991
SORBI_3001G128600	112	105	23	122	19	41	95	9
SORBI_3001G128800	2	6	1.721	4.421	3	0	0	0
SORBI_3001G128900	83	71	54	74	442	15	24	549
SORBI_3001G129000	1940.484	2459.021	639	2172.997	343	1219	1823.014	284
SORBI_3001G129100	137	217	95	183	63	101.065	127	44
SORBI_3001G129150	0	0	0	0	0.997	0	0	0
SORBI_3001G129200	0	0	0	0	0	0	0	0
SORBI_3001G129300	47.067	76	35.999	67	30	34	43	9
ENSRNA049468679	0	0	0	0	0	0	0	0
SORBI_3001G129400	88	79	52	70	53	74	129	29
SORBI_3001G129500	20	22	16	12	14	13	18	5
SORBI_3001G129600	6	4	2	2	8	2	1	13
SORBI_3001G129650	13.17	19.853	10.945	1	7.865	15.56	15.61	9
SORBI_3001G129700	2	4	2	0	0	2	3	4
SORBI_3001G129750	0	0	0	0	0	0	0	0
SORBI_3001G129800	0	0	0	0	0	0	0	0
SORBI_3001G129900	0	0	0	0	0	0	0	0
SORBI_3001G130000	151	117	102	141.091	133	55	113	68
SORBI_3001G130100	130	168	97	130	92	91	117	62
SORBI_3001G130200	752.074	705.11	407	585.982	350	487	589	400
SORBI_3001G130301	124	163	82	119	65	100	190.307	66
SORBI_3001G130400	746	827.001	393	609.065	565.001	351	821	268.906
ENSRNA049468784	0	0	0	0	0	0	0	0
SORBI_3001G130500	0	0	0	0	0	0	0	0
SORBI_3001G130600	16	9	12	8	58	9	4	75
SORBI_3001G130700	158	64	107	157	72	54	150	46
SORBI_3001G130800	0	0	0	0	0	0	0	0
SORBI_3001G130900	0	0	0	0	0	0	0	0
SORBI_3001G131001	34	33	23	26	49	4	7	38
SORBI_3001G131100	306	179	494	239.19	539	231	266	337
SORBI_3001G131200	18	25	10	13	9	7	11	12
SORBI_3001G131300	5	7	13	7	18	3	12	13
SORBI_3001G131400	143	162	178	165.989	328.008	98	225	184
SORBI_3001G131500	74	56	36	48	33	61	80	32
SORBI_3001G131600	454.237	608	226	390.237	217	343	543	140
SORBI_3001G131700	555.997	902	308.001	493.007	238	552	441.326	208
SORBI_3001G131800	702.144	839	493.419	566.036	417	461	652.103	300
SORBI_3001G131900	94	133	54	48	23	104	110	21
SORBI_3001G132000	299.98	404.068	230.675	251.33	213.425	231.265	324.848	126.998
SORBI_3001G132100	428.262	382.137	284.469	403.575	257.029	307.791	410.508	287.756
SORBI_3001G132200	373.206	246.256	238.112	301.068	248.522	203.683	297.875	227.563
SORBI_3001G132300	187	137	105	211	96	68	89	212
SORBI_3001G132400	4224.254	3915.139	2800.49	5703.79	2175.194	4295.844	2764.998	1831.765
SORBI_3001G132500	1	2	1	0	2	3	1	3
SORBI_3001G132600	350	248	289.001	221.69	310	304.001	307.937	287
SORBI_3001G132800	414	231	360	389	493	220	296	450
SORBI_3001G132900	454.005	452	354	420	374	354	579	262
SORBI_3001G133000	174	225	81	163	41	126	88.077	47.161
SORBI_3001G133100	5	7	0	0	1	1	4	1
SORBI_3001G133200	0	0	1	0	0	0	1.415	0
SORBI_3001G133300	1	0	0	4	0	0	1	0
SORBI_3001G133400	0	0	0	0	0	0	0	0
SORBI_3001G133466	130	124	87	261.631	93	88	127.12	47
SORBI_3001G133532	0	0	0	0	1	0	0	0
SORBI_3001G133600	2	1	0	0	0	1	2	1
SORBI_3001G133800	0	0	0	0	0	0	2	0
SORBI_3001G133900	3983.987	2813	2996.246	2524.374	1579	2049.963	2549	1013
SORBI_3001G134000	52	110	17	33	22	31	19	4
SORBI_3001G134100	86	40	134	71	76	102	100.72	67
SORBI_3001G134150	0	0	1	0	0	1	1	0
SORBI_3001G134200	535	499	320	468	349	386.993	619.129	193
ENSRNA049445211	0	0	0	0	0	0	0	0
SORBI_3001G134300	1109.982	1094	958.011	986	821	921	1012.311	701
SORBI_3001G134400	1197	1130	937.808	1036.916	1003	820	1476.897	864
SORBI_3001G134500	347	192	414	429	177	249	355	203
SORBI_3001G134600	34	45	23	26	11	34	56	5
SORBI_3001G134700	40	65	27	42	18	31	60	14
SORBI_3001G134800	681.003	923	370	935.089	562.635	212.109	655	107
SORBI_3001G134900	4	4	2	1	6	3	3	6
SORBI_3001G135000	4	6	4	0	0	3	4.585	3
SORBI_3001G135100	322	268	202	280.001	68	238	389	40.999
SORBI_3001G135200	3	3	3	11	4	2	2	2
SORBI_3001G135300	185	165	148	207	92	168	188.303	84
SORBI_3001G135400	191.041	154	218	271	211	170.996	224	201
SORBI_3001G135500	237	229	282	221	399	225	325.064	334
SORBI_3001G135600	0	0	0	0	0	0	0	0
SORBI_3001G135650	0	0	0	0	0	0	1	0
SORBI_3001G135700	0	0	0	0	0	1	0	0
SORBI_3001G135800	0	0	0	0	0	1	0	0
SORBI_3001G135900	0	0	0	0	0	0	0	1
SORBI_3001G135950	0	0	0	0	0	0	0	0
SORBI_3001G136000	0	0	0	0	0	0	0	0
SORBI_3001G136150	0	0	0	0	0	0	0	0
SORBI_3001G136300	6	24	12.037	9	27	1	2	19
SORBI_3001G136400	0	1	1	1	1	0	0	0
SORBI_3001G136500	555.218	695	484	516	684	379	596	434
SORBI_3001G136600	410.406	485	311	416.738	387	266	363.686	313.034
SORBI_3001G136800	369	375	220	340	185	230.024	298	142
SORBI_3001G136850	0	0	0	0	0	0	0	0
SORBI_3001G136900	216	257	182	244.808	219	116	233	251
SORBI_3001G137000	2211.135	1757	1908.443	1927.045	2192	1593.002	2107.385	1610
SORBI_3001G137050	0	0	0	1	1	0	1	0
SORBI_3001G137100	2013	2342	1365.122	2264.22	1066	1189	1665.996	861.541
SORBI_3001G137200	0	0	0	0	0	0	0	0
SORBI_3001G137300	193	247	104	199.324	147	114	113	103
SORBI_3001G137400	0	0	0	0	0	0	0	0
SORBI_3001G137500	0	0	0	1	0	0	0	0
SORBI_3001G137600	0	0	0	8	0	0	0	0
SORBI_3001G137800	58	19	16	38	37	10	28	55
SORBI_3001G137900	0	1	0	0	0	0	0	0
SORBI_3001G138000	576	881	158	221	74	654	1018.376	12
SORBI_3001G138100	7	8	2	3	6	5	8	1
SORBI_3001G138200	151	170	213	194	409	31	77	286
SORBI_3001G138300	994.567	752.527	880.736	981.252	949.971	649.01	910.588	966.96
SORBI_3001G138400	396	668	364	379	439	315.998	406.167	254
SORBI_3001G138500	0	0	1	0	2	2.264	2	0
SORBI_3001G138600	307	105	1674.005	562	2059	397	815	3037
SORBI_3001G138700	12	2	87	11	45	14	17	239
SORBI_3001G138800	34.812	30.009	50	18	20	27	50	11.525
SORBI_3001G138900	9	12	5	9	6	9	11	6
SORBI_3001G139001	61	68	40	40	38	36	51	19
SORBI_3001G139100	45	81	38	46	50	47	75	64
SORBI_3001G139200	1	16	0	5	0	5	0	0
SORBI_3001G139300	43	267	8	16	8	43	32	4
SORBI_3001G139400	0	0	0	0	0	0	0	0
SORBI_3001G139500	0	0	0	0	0	1	0	0
SORBI_3001G139600	0	0	0	0	0	0	0	0
SORBI_3001G139700	9	16	5	6	10	3	4	5
SORBI_3001G139750	21	24	10	27	18	10	12	16
ENSRNA049468746	0	0	0	0	0	0	0	0
ENSRNA049468737	0	0	0	0	0	0	0	0
ENSRNA049468729	0	0	0	0	0	0	0	0
SORBI_3001G139800	2	1	0	0	0	0	1	0
SORBI_3001G139850	0	0	0	0	0	0	0	0
SORBI_3001G139900	394.965	412	302	342	176	317	324	114
SORBI_3001G140000	31	20	27	36	44	19	17	69
SORBI_3001G140101	1	0	1	0	0	0	0	0
SORBI_3001G140200	1	0	1	0	0	0	0	0
SORBI_3001G140300	4	2	0	3	0	0	0	0
SORBI_3001G140400	0	1	0	0	0	0	0	1
SORBI_3001G140600	1	5	0	3	9	1	4	1
SORBI_3001G140700	67	86	36	43	88	54	45	93
ENSRNA049444394	0	0	0	0	0	0	0	0
SORBI_3001G140800	0	2	0	1	0	0	0	0
SORBI_3001G140900	13	21	49	17	309	14	21	114
SORBI_3001G140950	1	0	0	1	0	0	1	0
SORBI_3001G141000	0	0	1	2	10	3	0	17
SORBI_3001G141100	3	5	0	1	4	0	0	1
SORBI_3001G141200	95	138	88	85	63	93	111	50
SORBI_3001G141300	18612.372	19410.612	12038.893	20228.74	15220.78	10315.491	27227.718	4796.989
ENSRNA049445201	0	0	0	0	0	0	0	0
SORBI_3001G141333	2	0	0	0	0	0	0	0
ENSRNA049444410	0	0	0	0	0	0	0	0
SORBI_3001G141366	0	0	0	0	0	0	0	0
SORBI_3001G141400	98	174	66	98	43	58	69	24
SORBI_3001G141500	0	0	0	0	0	0	0	0
SORBI_3001G141600	14	25	35	13	90	7	12	63
SORBI_3001G141700	122	172	80	121	71	104	149.328	49
SORBI_3001G141800	531.6	313.001	461	624	679.168	203	309.039	330
SORBI_3001G141900	2	1	8	4	7	3	1	2
SORBI_3001G142000	27	20	28	22	16	13	38	15
SORBI_3001G142100	881.004	893	741.001	818	581	612	881.986	533
SORBI_3001G142200	150	54	144	124	182	72	192	179
SORBI_3001G142300	105	105	67	82	85	61	109	48
SORBI_3001G142400	6	12	2	10	1	6	8	1
SORBI_3001G142501	1	0	1	0	1	1	0	0
SORBI_3001G142600	0	0	0	0	0	0	0	0
SORBI_3001G142700	0	2	0	0	0	0	0	0
SORBI_3001G142800	7	11	5	15	12	2	2	5
SORBI_3001G142900	0	0	0	0	0	0	0	0
SORBI_3001G143000	1616.758	651	4125.567	2436.995	4935	1380.003	2211.355	7581.832
SORBI_3001G143100	37	20	113.003	71	133	42	31	432
SORBI_3001G143200	147.033	257	64	120	37	60	86	32
SORBI_3001G143300	1202.002	1376	973.998	1053.669	824	808.588	1207.843	897.689
SORBI_3001G143400	0	0	0	0	0	0	1	0
SORBI_3001G143500	788	876.98	596	694.371	546	640	724.282	436
SORBI_3001G143600	276	298	167	278	248	187	205	181
SORBI_3001G143700	0	0	0	0	4	0	0	0
SORBI_3001G143800	0	0	0	0	0	0	0	0
SORBI_3001G143850	0	0	0	0	0	0	0	0
SORBI_3001G143900	92	152	80	69	56	81.211	153	42
SORBI_3001G144001	3	3	0	2	3	3	1	0
SORBI_3001G144100	0	4	0	2	0	0	0	1
SORBI_3001G144150	1	1	1	2	5	0	2	1
SORBI_3001G144200	231	662.001	75	204	39	146	72	46
SORBI_3001G144300	22	48.906	16	51	43.476	3	16	12
SORBI_3001G144400	0	2.094	0	1	3.524	0	0	0
SORBI_3001G144600	155	170.861	110	146	95	82	143	67
SORBI_3001G144700	0	0	0	2	0	0	0	1
SORBI_3001G144800	0	6	0	1	1	0	0	0
SORBI_3001G144900	0	0	2	26	0	0	1	1
SORBI_3001G145000	572	570	386.01	532	322	452	525.482	305
SORBI_3001G145050	6	14	12	21	17	9	12	8
SORBI_3001G145100	0	0	0	0	0	0	0	2
SORBI_3001G145200	14	17	2	6	1	12	3	5
SORBI_3001G145300	0	0	0	0	0	0	0	0
SORBI_3001G145400	1637.359	1779	1376.841	1625.92	1034.582	1552.103	1890.436	889.104
SORBI_3001G145500	174.858	167	134	165	150	119	180	96
SORBI_3001G145550	0	0	0	0	0	0	0	0
SORBI_3001G145600	0	0	0	0	2	0	0	0
SORBI_3001G145700	25	56	79	26	66	27	42	18
SORBI_3001G145900	52	37	60	66	98	35	37	44
SORBI_3001G146000	418.061	698	295	415.932	210	421.961	699.192	136.998
SORBI_3001G146100	108	149	99	124	134	62	77	179
SORBI_3001G146200	7	6	23	14	71	4	12	35
SORBI_3001G146301	10	9	6	17	1	6	11	0
SORBI_3001G146400	39.506	55	99.804	79	195.001	23	39.316	176
SORBI_3001G146450	0	1	1	0	1	0	0	0
SORBI_3001G146500	64	116	27.196	105	171.999	18	15	29
SORBI_3001G146600	6	9	7	17	4	3	7	5
SORBI_3001G146700	0	0	0	0	0	0	0	0
SORBI_3001G146800	1052.196	1023	680	927.706	811	609	866	646
SORBI_3001G146900	12	6	5	11	15	9	17	15
SORBI_3001G147000	17	11	6	2	10	7	2	9
SORBI_3001G147100	630	787	442	578	386	522.001	892	309
SORBI_3001G147200	2622.75	1617	5002.309	3150.546	3339	2284	2811.064	7499.329
SORBI_3001G147300	108	142	66.013	129	68	66.027	53	57
SORBI_3001G147400	3	6	3	5	0	0	5	0
SORBI_3001G147500	96	159	208	280.043	3	30	28	2
SORBI_3001G147650	0	0	1	0	5	0	1	4
SORBI_3001G147800	123	113	58	144	78	62	117	31
SORBI_3001G147900	309.087	397	361	269.821	759	214.01	227	654
SORBI_3001G148000	1	0	4	0	40	4	2	16
SORBI_3001G148101	99	93	78	71	89	50	68	64
SORBI_3001G148200	244	273	124	164	55	199	257	36
SORBI_3001G148300	126.001	140	108	126	147	46	62	126
ENSRNA049445195	0	0	0	0	0	0	0	0
SORBI_3001G148400	105	89	76	115	108.986	22	47	77
SORBI_3001G148450	0	0	0	0	0	0	0	0
SORBI_3001G148500	166	178	111	152	155	138	164.192	143
SORBI_3001G148600	0	4	5	1	10	1	2	4
SORBI_3001G148700	126	148	146	128	124	64	186	62
SORBI_3001G148800	0	0	0	0	0	1	0	2
SORBI_3001G148900	3614.92	5224.943	2513.694	2382.791	3116	2534	2789.137	3574.423
SORBI_3001G149000	252	264	160.015	182.001	186	131	161	148.999
SORBI_3001G149100	46	35	30	30	36	25	31	26
SORBI_3001G149201	0	0	0	0	1	0	0	0
SORBI_3001G149300	0	0	0	0	0	0	0	0
SORBI_3001G149400	67	70	77	65	104	34	16	46
SORBI_3001G149500	8211.429	2450	19313.693	10306.492	13093.966	10868.989	21178.35	9070.965
SORBI_3001G149600	63	104	85	57	73	70	101.928	44
SORBI_3001G149700	535.066	679	448	495.281	397	386	561.65	290
SORBI_3001G149800	18	3	173	23	59	43	55	54
SORBI_3001G150000	39.17	38.879	37.414	49.207	32.413	45.353	62.072	8.084
SORBI_3001G149901	66.767	76.121	74.182	163.6	51.569	58.154	108.876	72.916
SORBI_3001G150033	42	75.903	31	89	26	46	50.431	12
SORBI_3001G150066	1	0	1	0	1	0	3	1
SORBI_3001G150100	1.002	1.003	1	0	0	0	1	1.035
SORBI_3001G150200	167	268	144	219.072	156	93	111	124
SORBI_3001G150300	0	0	0	0	0	0	1	0
SORBI_3001G150600	179.027	136	149	160.006	113	137	90	81
SORBI_3001G150650	30	29	47	32	25	26	26	14
SORBI_3001G150700	0	0	0	0	0	0	0	0
SORBI_3001G150800	146	158	106	122	181	86	133	115
SORBI_3001G150901	0	0	0	0	0	0	0	0
SORBI_3001G151000	126.789	139	90	96	43	98	75	43
SORBI_3001G151100	778.006	724	584	761.995	535	571.053	739.165	482
SORBI_3001G151200	7	2	14	6	4	0	8	3
SORBI_3001G151300	18	15	13	19	20	17	25	8
SORBI_3001G151400	120	51	178	212	70	34	79.156	72
SORBI_3001G151500	97	119	54	100	49	66	53	35
ENSRNA049445185	0	0	0	0	0	0	0	0
SORBI_3001G151600	277	286	171	264	211	201	244	216
SORBI_3001G151700	81	119	47	69.137	19	73	117	9
SORBI_3001G151800	62	53	129	55.999	223	43	105	256
SORBI_3001G151900	387.379	360.025	260	277.976	301	216	358	195
SORBI_3001G152000	195	192	185	154	182	199	229	102
SORBI_3001G152100	158	159	141	113	118	67.17	169	72
SORBI_3001G152150	0	0	0	0	0	0	0	0
SORBI_3001G152200	0	0	0	0	0	0	0	0
SORBI_3001G152240	0	0	0	0	0	0	0	0
SORBI_3001G152280	60	49	37	52	39	47	79	25.461
SORBI_3001G152320	384	272	288	329.214	294	320.995	460.977	177.539
SORBI_3001G152360	2	5	4	6	3	2	5	1
SORBI_3001G152400	0	0	0	0	0	1	0	0
SORBI_3001G152500	0	0	0	0	0	0	0	0
SORBI_3001G152600	54	30	29	44	22	13	26	13
SORBI_3001G152700	67	89.975	65	53.157	67.049	53.085	91.016	58
SORBI_3001G152800	0	0	0	0	0	0	0	0
SORBI_3001G152901	3	0	1	1	0	0	0	0
SORBI_3001G153000	0	0	0	0	0	0	0	0
SORBI_3001G153100	0	1	0	0	1	0	0	0
SORBI_3001G153200	1552.626	989	2056.006	2408.036	1827	1453.964	1055.74	5391
SORBI_3001G153300	107	117.997	72.148	85.697	51	78	99	37
SORBI_3001G153400	987.999	987	921.284	953	1065	770.997	1030.016	835.792
SORBI_3001G153500	0	0	0	0	1	0	0	0
SORBI_3001G153600	110	62	63	76.271	55	95	129	50
SORBI_3001G153700	5	8	2	1	5	2	1	1
SORBI_3001G153800	0	0	0	0	0	0	0	0
SORBI_3001G153900	0	0	0	0	0	0	0	0
SORBI_3001G154000	0	0	0	0	0	0	0	0
SORBI_3001G154100	38966.309	44495.157	27490.358	35056.99	26938.998	27335.096	37682.302	23197.131
SORBI_3001G154200	200.056	271	115.01	175	93	160.144	182	84
SORBI_3001G154300	58	93	20	42	17	25	39	18
SORBI_3001G154400	432	539	325	383	249	243	523	226
SORBI_3001G154450	0	0	0	0	0	0	0	0
SORBI_3001G154500	795	715	471	559	508	437	722.937	706
SORBI_3001G154600	19	11	49	35	43	21	61	22
SORBI_3001G154700	12	23	7	9	4	14	16	3
SORBI_3001G154800	0	0	1	0	0	0	0	1
SORBI_3001G154900	1988.647	1715	1727.36	1754.172	1733	1336	1775.737	1635
SORBI_3001G155000	2353.54	2182	1686.838	1987.991	1878	1652	2129.21	1461.43
SORBI_3001G155100	4	1	1	3	0	2	1	1
SORBI_3001G155200	37	49	28	28	29	36	64	13
SORBI_3001G155300	43	85	58	71	118	36	17	144
SORBI_3001G155400	437	382	354	400.053	312	359	475	264
SORBI_3001G155500	85.989	96	53	53	147	42	48	222
SORBI_3001G155600	0	2	1	1	4	1	0	0
SORBI_3001G155700	0	1	0	0	3	0	0	0
SORBI_3001G155800	0	0	0	0	0	0	0	0
SORBI_3001G155900	0	0	0	0	0	0	0	1
SORBI_3001G156000	178	117	145	156	712	38	55.025	767
SORBI_3001G156100	1517.98	1619	1039.464	1221.363	996	1296.972	1465.897	622
SORBI_3001G156200	0	0	0	2	0	0	0	1
SORBI_3001G156300	204	402	241.497	177	321	104	153	401
SORBI_3001G156401	5	5	8	2	7	1	7	15
SORBI_3001G156500	2	5	4	8	3	0	1	7
SORBI_3001G156600	274	233	124	166	69	80	212	60
ENSRNA049468691	0	0	0	0	0	0	1	0
SORBI_3001G156700	0	0	0	0	0	0	0	0
SORBI_3001G156800	4	2	11	8	26	6	2	8
SORBI_3001G156900	465.974	415	306.48	398	243	276	392.095	221
SORBI_3001G157000	0	0	0	0	1	0	0	3
SORBI_3001G157100	82	85	80	51	45	70	74	102
SORBI_3001G157200	92	31	89	24	149	18	67	79
SORBI_3001G157300	222	241	196.382	184	157	202	422.304	139.92
ENSRNA049468822	0	0	0	0	0	0	0	1
SORBI_3001G157400	3519.908	1588.039	2821.411	2417.177	1898	2065	3840.501	3209.179
SORBI_3001G157500	68	69	34	68	49	47	85	20
SORBI_3001G157600	671	711	512	629	434	403	627.773	456
SORBI_3001G157700	4	3	5.102	4	9	0	3	21
SORBI_3001G157800	58	81	60	71	65	42	63	82
SORBI_3001G157900	173	164	64.898	116	37	69	119	18
SORBI_3001G158000	3	6	3	3	0	2	0	0
SORBI_3001G158100	3	10	2	1	0	3	3	2
SORBI_3001G158200	5	9	0	5	1	3	1	1
ENSRNA049468584	0	0	0	0	0	0	1	0
SORBI_3001G158300	20	12	9	17	8	20	18	6
SORBI_3001G158400	106	99	59	109	54	118	163	48
SORBI_3001G158500	1330.097	731.479	1295.999	1398	1189	957	1274.524	1164
SORBI_3001G158600	0	0	0	0	0	0	0	0
SORBI_3001G158700	651	673	311.078	532	254	404	325	90
SORBI_3001G158900	76	70	24	62	19	41	44	8
SORBI_3001G158966	0	0	0	0	0	0	0	0
SORBI_3001G159032	52	83	29	59	20	25	33	7
SORBI_3001G159100	0	0	0	0	0	0	0	0
SORBI_3001G159200	92	76	123.743	134.427	140	59	84	79
SORBI_3001G159250	0	0	1	1	0	0	0	1
SORBI_3001G159300	5.191	6	19.564	5.778	37.03	7.789	15.005	51.74
SORBI_3001G159400	3357.98	3040	2413.002	2884.83	2484	1804.938	2392.744	1815
SORBI_3001G159500	12	13	8	14	7	5	13	4
SORBI_3001G159600	1046.879	1281.644	727	1049.386	609	659	661.25	576
SORBI_3001G159700	71.001	66	53	91.001	73.999	33	24	53.001
SORBI_3001G159800	827.013	920.832	524.035	584.022	451	890	948.139	278
SORBI_3001G159850	0	0	0	0	0	0	0	0
SORBI_3001G159900	57	73	68	55	125	42	47	62
SORBI_3001G160000	2	2	0	2	0	0	0	0
SORBI_3001G160100	0	0	0	0	0	0	0	0
SORBI_3001G160200	219	525	156.013	319	82	108	218.976	41
SORBI_3001G160300	0	0	0	0	1	0	0	0
SORBI_3001G160400	1	2	4	0	9	0	0	17
SORBI_3001G160500	7	3	2	1	5	3	5	3
SORBI_3001G160600	0	0	0	0	1	0	0	4
SORBI_3001G160700	0	0	0	0	0	0	0	0
SORBI_3001G160800	9	14	22	13	2	8	24	8
SORBI_3001G160900	0	0	0	0	0	0	0	1
SORBI_3001G161000	38	39	19	29	16	25	35	16
SORBI_3001G161100	10	5	19	11	13	3	16	3
SORBI_3001G161200	3053.084	1678	5707.175	2399.297	4483	2076.302	5472.818	2488.998
SORBI_3001G161300	264	210	132.257	217	105	188	333.162	86
SORBI_3001G161400	483.21	539	267	353	189	370	580	115
SORBI_3001G161500	8	3	8	5	21	4	3	61
SORBI_3001G161601	9	4	10	10	18	0	76	12
SORBI_3001G161700	1300.001	1336.016	1001.002	1047.693	1038.149	1172.012	1561.248	867
SORBI_3001G161800	592	588	435.646	495.795	506	356.045	447.999	446
SORBI_3001G161900	178.01	140	280	210	422	154	215	497.611
SORBI_3001G162000	416.171	428	295	400.998	274	282	434.006	206
SORBI_3001G162100	780	611	1482	822	1433	809	834.009	1986
SORBI_3001G162200	178	179	145	189	166	89	188	101
SORBI_3001G162233	0	0	0	0	3	0	0	0
SORBI_3001G162266	0	0	1	0	0	0	0	0
SORBI_3001G162300	209	298	178.211	225	151	154	221	112
SORBI_3001G162400	3	3	2	0	13	2	3	14
SORBI_3001G162500	1282.322	1108.999	678.998	1048.504	555.999	1093	1123.779	407.001
SORBI_3001G162600	0	0	0	0	0	0	0	0
SORBI_3001G162700	37	26	21	42	9	17	22	16
SORBI_3001G162800	193	219	170	172.788	137	171	307.271	106
SORBI_3001G162900	1	1	1	1	0	0	0	0
SORBI_3001G163000	17	34	43	36	30	34	35	28
SORBI_3001G163300	447	332	230	294	93	317	254	155
SORBI_3001G163400	2191	1882	1967.985	1900.261	1763	1848.287	2083.325	1492
SORBI_3001G163500	0	1	0	0	1	0	0	1
SORBI_3001G163600	0	0	3	1	5	1	0	4
SORBI_3001G163666	0	0	0	0	0	0	0	0
SORBI_3001G163732	0	0	0	0	0	0	0	0
SORBI_3001G163800	3	15	1	1	1	1	2	0
SORBI_3001G163900	12.99	20	13.001	10	9	6.896	13	2
SORBI_3001G164000	0	0	0	0	0	0	0	0
SORBI_3001G164100	1121.287	1136.742	1099.6	1397.452	118	637.683	1033.4	17.016
SORBI_3001G164200	86.067	144.257	28.429	35.783	0	77.687	134.6	2.984
SORBI_3001G164350	394	502.014	194	276	125	272	460	80
SORBI_3001G164500	0	0	0	0	0	0	0	0
SORBI_3001G164700	56	50	40	47	42	65	78	20
SORBI_3001G164800	0	0	0	0	0	0	0	0
SORBI_3001G164900	202	131.092	78	125	71	53	144	23
SORBI_3001G165000	1209.862	1075.96	1081.321	977.411	920.704	979.973	1254.718	796.106
SORBI_3001G165100	1	1	0	0	5	0	1	10
SORBI_3001G165200	0	0	0	0	0	0	0	0
SORBI_3001G165301	0	0	0	0	0	0.961	0	0
SORBI_3001G165401	0	0	0	0	0	0	0	0
SORBI_3001G165500	0	0	0	0	0	0	1	0
SORBI_3001G165600	0	0	0	0	0	0	0	0
SORBI_3001G165700	2	5	1	4	0	3	3	0
SORBI_3001G165801	1	5	0	2	1	1	4	0
SORBI_3001G165901	0	0	0	0	0	0	0	0
SORBI_3001G166000	0	0	0	0	0	0	0	0
SORBI_3001G166100	14	3	3	9	2	11	10	3
SORBI_3001G166200	1.063	1	0	0	0	1	0	0
SORBI_3001G166300	58.334	101.484	19.08	33.171	1.009	29.105	97.472	1
SORBI_3001G166401	944.037	1441.516	444.951	531.829	118.991	763.895	1928.529	23
SORBI_3001G166500	7	17	8	5	7	5	0	7
SORBI_3001G166600	749.994	807	589	759	559	641	790.076	413.097
SORBI_3001G166700	39	43	47	42	31	56	47	25
SORBI_3001G166750	0	0	0	0	0	0	0	2
SORBI_3001G166800	64	125	27	42	25	14	15	39
SORBI_3001G166900	1	3	0	0	4	3	1	3
SORBI_3001G167000	6	22	3	11.076	5	12	7	6
SORBI_3001G167100	409.994	433	226	356.924	260	266	311	206
SORBI_3001G167200	288.999	313.999	223	259	181	215	263	157
SORBI_3001G167300	0	0	0	0	0	0	0	0
SORBI_3001G167500	243	236	139	240	89	199	331	81
SORBI_3001G167600	19	13	12	6	4	2	7	8
SORBI_3001G167701	0	0	0	0	0	0	0	0
SORBI_3001G167800	75	66	52	67	46	42	57	66
SORBI_3001G167900	144	135	98	180	76	143	239	51
SORBI_3001G168000	219.999	326.763	139	184.13	136.342	158.932	187	83
SORBI_3001G168250	139	116	57	90	31	105	107	28
SORBI_3001G168100	13	39	0	10	1	11	6	4
SORBI_3001G168400	559.907	786	423.149	457	317	392	370.273	394
SORBI_3001G168500	104	88.949	44	80	64	51	102	108
SORBI_3001G168600	336	365	189	259	199	218.161	330	194
SORBI_3001G168700	3	1	3	3	1	2	4	1
SORBI_3001G168800	308.999	445	138	287.268	104	116	113	79
SORBI_3001G168900	385.011	397	283	312	253	315	433	226
SORBI_3001G169000	1	0	0	0	0	3	2	2
SORBI_3001G169100	218	226	123.012	196.996	126	146.678	215	91.143
SORBI_3001G169200	57	225	49	104.853	91	9	23	96
SORBI_3001G169300	0	0	0	2.147	0	0	0	0
SORBI_3001G169400	12	11	11	7	22	1	3	36
SORBI_3001G169500	0	0	2	1	8	1	3	7
SORBI_3001G169600	52	82	40	60	61	51	68	39
SORBI_3001G169700	51	36	91	66	101	28	58	104
SORBI_3001G169800	0	4	0	4	4	2	0	8
SORBI_3001G169900	2839.56	2921.999	1839.667	2442.052	1521.57	1644.04	2266.011	1397
SORBI_3001G169950	0	0	0	0	0	0	0	0
SORBI_3001G170000	0	0	0	0	0	0	0	0
SORBI_3001G170100	2841.005	2914	2085.833	2326	2187	2068.003	2572.956	1884
SORBI_3001G170301	6	11	2	12	2	11	6	4
SORBI_3001G170500	26	18	38	19	29	18	56	24
SORBI_3001G170600	0	0	0	0	0	0	0	0
SORBI_3001G170700	74	62	172	70	219	30	196	39
SORBI_3001G170800	0	0	0	0	1	0	0	2
SORBI_3001G170900	0	0	0	0	0	1	1	0
SORBI_3001G171001	0	0	0	0	0	0	0	0
SORBI_3001G171100	3	4	5	4	3	3	1	1
SORBI_3001G171200	10	4	5	6	0	6	8	0
SORBI_3001G171300	0	0	0	0	0	0	0	0
SORBI_3001G171500	50	51	30	43	46	22	37	32
SORBI_3001G171600	98.58	139.428	104.425	107.79	111.835	102.817	99.777	38.68
SORBI_3001G171700	0	0	0	0	0	0	0	0
