feature_id	SRR33083344	SRR33083345	SRR33083338	SRR33083351	SRR33083339	SRR33083340	SRR33083352	SRR33083346	SRR33083347	SRR33083355	SRR33083354	SRR33083353	SRR17385284	SRR17385295	SRR17385296	SRR17385300	SRR17385302	SRR17385301
ENSRNA050013875	4.402	7.882	4.821	0	3.797	2.086	2.298	5.742	0	2.169	6.863	0	0	9.932	10.606	2.263	1.187	2.166
ENSRNA050013847	7.059	16.88	5.423	2.125	0	0	6.74	5.54	1.253	2.688	2.509	2.06	0	7.802	7.357	6.142	5.655	2.734
ENSRNA050013913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013874	0	1.614	0	0	0	1.003	0	4.097	2.658	0	0	0	0	0	0	0	1.002	0
ENSRNA050013873	3.546	1.606	0	1.006	0	0	0	0	0	0	0	0	0	2.004	0	2.408	0	1.036
ENSRNA050013836	14.51	15.332	10.309	2.185	0	1.07	4.378	2.222	2.268	2.239	1.075	1.103	4.501	3.828	6.679	1.091	3.567	3.377
ENSRNA050013914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013853	10.666	22.71	12.559	3.527	1.118	4.71	2.744	13.891	4.669	4.18	4.871	5.467	0	7.157	9.782	3.533	3.559	1.316
ENSRNA050013918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013860	13.676	14.254	8.41	6.856	23.145	8.464	4.787	15.869	4.714	6.21	3.163	1.029	3.611	10.129	14.392	14.19	7.053	7.886
ENSRNA050013931	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TraesCS1A02G000100	7.219	18.501	20.964	1.94	2.005	5.272	10.249	26.536	5.807	3.102	0	1.021	7.032	0	7.037	7.729	0	0
ENSRNA050013844	10.61	19.107	11.931	2.067	3.26	4.077	2.128	12.138	1.005	4.085	7.297	3.056	2.112	4.236	6.919	8.714	3.16	6.644
ENSRNA050013908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013866	9.12	17.874	9.086	0	0	2.002	3.021	5.713	0	2.044	2.004	2.431	2.107	2.009	6.314	7.091	3.005	3.026
ENSRNA050013923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013838	16429.135	22653.684	18653.615	8663.869	7067.895	10766.77	10820.36	19228.329	11580.931	8929.568	5345.183	5340.115	7275.27	11186.903	14737.175	11355.164	7088.76	6844.098
ENSRNA050013832	8.691	16.102	26.194	3.944	0	2.573	2.776	9.941	1.202	0	1.206	0	7.058	0	22.475	10.312	11.456	2.775
ENSRNA050013919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G000200	0	4.461	5.86	0	1.126	4.361	2.008	6.201	0	1.007	1.006	0	1.017	1.071	5.656	4.318	1.078	5.261
ENSRNA050013837	7.67	15.859	17.757	2.034	1.034	3.314	0	6.973	0	1.016	0	1.347	2.415	2.248	12.818	13.612	3.266	4.754
ENSRNA050013901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013876	6.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013870	8.158	4.169	5.553	1.005	0	2.002	0	5.143	1.012	0	1.009	1.002	3.004	3.577	1.005	3.413	1.008	1.034
ENSRNA050013897	0.5	0.5	0	0	0.5	0	0.5	0.5	0	0	0	1.028	0	1	0	1	1.507	0
TraesCS1A02G000300	21.007	29.322	31.669	2.066	2.015	5.162	9.585	16.145	3.01	2.112	6.856	4.202	2.756	9.523	5.132	6.684	3.15	3.135
ENSRNA050013872	8.292	15.206	9.715	0	3.002	3.086	5.007	4.09	2.004	0	1.009	3.03	3.134	6.025	8.805	7.061	3.015	0
ENSRNA050013903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G000400	5959.177	7607.673	6327.707	2200.118	1650.366	2617.292	2747.683	11489.697	2918.976	1492.394	1587.329	1563.518	1390.934	3003.386	3654.95	3105.55	1633.698	2252.541
ENSRNA050013862	7.08	10.957	8.589	1.006	3.044	2.022	2.987	7.277	1.145	1.008	2.996	0	1.866	4.004	4.728	11.061	2.036	9.036
ENSRNA050013935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013851	11.424	15.312	7.802	1.002	0	0.989	3.038	4.137	0	0	1.003	0	3.034	2.548	3.416	7.107	4.16	3.08
ENSRNA050013895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013869	4.264	8.302	6.393	1.004	5.037	2.014	2.024	5.947	1.032	1.007	3.302	0	1.238	3.071	7.937	6.115	1.048	1.008
ENSRNA050013909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013884	8.774	5.546	2.062	3.002	1.003	1.999	1.093	5.372	1.006	1.03	0	1	0	0	9.204	2.032	5.051	2.107
ENSRNA050013867	13.296	23.524	13.579	2.186	5.55	1.026	4.092	7.913	4.251	2.198	3.141	0	9.356	16.774	5.357	11.373	7.32	2.073
ENSRNA050013904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001	0	0	0
ENSRNA050013865	4.437	5.599	8.165	0	0	1	0	1.002	1.001	1.001	2	1	0	3.749	3.016	2	3.005	3.496
ENSRNA050013911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G000500	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSRNA050013891	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSRNA050013937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013834	12.268	3.863	1.059	0	3.011	0	1.044	3.066	0	2.995	0	0	4.036	2.915	2.444	0	1.005	3.987
ENSRNA050013902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013892	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSRNA050013936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013840	5.336	4.964	8.407	2.585	1.004	1.022	0	1.055	0	0	1.034	0	0	3.293	1.027	5.123	2.132	1.024
ENSRNA050013932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013887	1.034	0	0.998	0	0	0	0	1.003	0	1	0	0	1.014	0	3.07	6.252	3.018	0
TraesCS1A02G000600	1	2	2	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1
ENSRNA050013855	4.93	7.061	0	0.999	0	0	0	0	1.013	0	0	1.103	4.537	4.567	1.196	1.085	3.672	0
ENSRNA050013925	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TraesCS1A02G000700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013886	0	1.546	4	1	0	1.997	1	1.986	2	0	0	1	0	0	1.993	2.013	0	0
ENSRNA050013857	4.155	8.151	3.577	0	1.999	1.005	3.044	5.167	1.001	0	0.966	0	0	3.383	4.094	3.005	1.004	2.041
ENSRNA050013915	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
TraesCS1A02G000800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013878	0.56	1.858	0.254	0	0	0	0.517	0	0	0	0.253	0.252	0.256	0	0	0.252	0	0
ENSRNA050013864	6.453	9.41	10.434	1.148	0	2.192	0	2.207	0	1.074	0	0	5.521	3.304	9.299	2.2	2.2	3.454
ENSRNA050013921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013835	13.076	22.968	20.463	8.725	8.91	8.19	8.658	24.347	6.764	10.544	14.106	6.511	10.405	12.676	18.206	12.052	7.677	11.825
ENSRNA050013927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013879	0.56	1.858	0.254	0	0	0	0.517	1.596	0	0	0.253	0.252	0.256	0	0	0.252	0	0
ENSRNA050013852	11.648	22.836	8.849	10.614	7.131	4.547	3.27	19.491	9.107	2.069	3.35	3.15	6.867	12.201	8.534	18.091	6.086	9.091
ENSRNA050013934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G000900	12830.31	15829.113	13406.104	4603.378	3923.589	5653.068	5443.738	24535.145	5578.559	6393.421	3848.573	3465.758	4024.638	8543.157	11519.925	9165.061	4952.942	6427.576
ENSRNA050013842	16.007	29.382	32.116	7.145	3.481	3.452	4.325	12.258	8.1	3.7	5.364	0	6.426	4.932	12.081	6.169	9.639	6.211
ENSRNA050013905	3.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013856	1.126	13.86	7.821	0	2.123	1.284	3.842	7.487	3.187	1.07	0	4.327	8.642	1.045	10.31	4.348	0	4.28
ENSRNA050013926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013854	11.851	25.702	14.17	5.325	5.024	8.104	4.231	9.364	8.554	7.047	8.369	2.026	5.234	7.444	12.443	10.391	4.33	6.245
ENSRNA050013924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013885	33.562	24.94	25.762	10.262	6.029	17.773	11.279	30.276	6.17	15.522	21.201	10.155	30.633	22.528	51.544	31.517	31.127	30.775
TraesCS1A02G001100	2130.939	2354.966	2513.148	1281.117	1045.417	1381.798	1167.239	6497.933	1293.151	874.447	811.344	1039.52	1163.409	2366.199	3141.487	2574.229	1386.598	1736.395
TraesCS1A02G001000	427.314	520.626	462.109	184.557	156.064	259.117	193.151	804.71	199.897	182.825	170.165	168.636	147.735	228.058	319.759	275.404	121.642	196.134
ENSRNA050013899	6.885	0	0	4.502	3.706	0	4.153	0	4.016	0	0	0	5.02	0	8.785	10.772	6.788	8.844
ENSRNA050013849	19.78	4.6	3.241	0	1.042	0	0	1.184	2.114	1.04	0	0	1.051	2.133	0	1.111	3.928	0
ENSRNA050013898	0.5	0.5	0	0	0.5	0	0.5	0.5	0	0	0	1.028	0	1	0	1	1.507	0
ENSRNA050013845	39.963	50.307	13.903	0	0	10.472	5.945	0	2.16	8.483	4.669	0	1.471	4.187	5.633	2.789	1.31	3.96
TraesCS1A02G001200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013858	6.006	12.005	5.005	5.01	3.001	4.001	3	3.367	1.005	2.003	2.012	2.006	3	8.014	4.998	1.237	5.01	4.032
TraesCS1A02G001400	4050.806	5117.907	4324.857	1294.665	1211.289	1778.121	1577.125	6726.391	1764.407	2433.371	1254.16	1133.062	1166.169	2398.118	3239.758	2522.079	1446.607	1818.794
TraesCS1A02G001300	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSRNA050013920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013859	2.431	4.503	9.503	1.056	0	1.453	2.183	4.983	0	0	3.011	1.068	0	7.016	0	5.885	0	3.283
ENSRNA050013882	2.002	0	2.2	1	0	0	0	3.022	1	1.001	0	0	1.017	1	0	0	0	0
ENSRNA050013940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013839	10.106	15.46	14.677	2.507	0	9.362	2.537	2.762	4.108	2.108	3.658	4.18	3.964	11.579	3.33	11.504	4.27	0
ENSRNA050013880	0.56	1.858	0.254	0	0	0	0.517	1.596	0	0	0.253	0.252	0.256	0	0	0.252	0	0.522
TraesCS1A02G001500	574.033	892.143	737.848	187.508	157.442	176.668	206.124	786.755	210.871	131.174	129.183	156.938	147.44	320.068	411.176	357.494	164.467	213.633
ENSRNA050013894	0	0	0.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSRNA050013833	37.562	49.851	28.529	8.34	5.99	2.401	17.465	25.705	5.848	7.002	12.242	2.42	15.358	21.287	17.72	13.211	11.42	17.359
ENSRNA050013933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G001600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013871	12.851	12.697	2.297	0	0	4.133	2.239	4.623	1.014	0	3.326	1.12	5.934	2.017	1.002	4.395	1.035	3.279
ENSRNA050013912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013883	6.098	10.789	8.069	1.024	0	3.003	8.928	2.002	0.997	1.001	3	0	6.001	3.586	7.875	3.363	3	3.007
ENSRNA050013893	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0
ENSRNA050013861	32.174	24.724	19.327	1.251	3.197	7.39	6.308	7.183	2.176	8.572	4.469	5.203	3.088	5.514	3.09	4.278	1.022	5.929
ENSRNA050013900	6.885	0	0	4.502	3.706	0	4.153	0	4.016	0	0	0	5.02	0	8.785	10.772	6.788	8.844
ENSRNA050013881	0.56	1.858	0.254	0	0	0	0.517	0	0	0	0.253	0.252	0.256	0	0	0.252	0	0.522
ENSRNA050013938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013890	1.029	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
ENSRNA050013877	1.183	3.134	1.005	0	2	0	2.057	2.002	0	0	0	2	0	1.001	1.008	2	2	0
ENSRNA050013846	6.664	11.297	6.826	1.001	0	0	0	3.152	3.054	0	0	2.211	1.002	4.526	3.576	2.066	1.005	6.536
ENSRNA050013896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013888	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013841	15.608	1.351	4.843	2.148	0.99	3.357	0	1.039	1.005	0	0	0	4.342	2.434	7.469	1.518	2.861	1.763
ENSRNA050013917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013889	3.025	0	1.009	0	0	0	0	1.006	0	0	0	0	0	0	0	3.356	0	1.535
ENSRNA050013843	2.003	7.017	4.019	1	1	1.005	0	0	0	1	1	1	0	5.021	4.002	9.03	2.004	0
ENSRNA050013907	0	1.003	0	0	0	0	0	1.59	0	4.384	0	0	3.405	1.001	1.976	2.004	0	0
ENSRNA050013848	46.603	67.068	42.591	17.569	12.613	13.784	13.495	26.879	16.839	12.025	9.967	4.338	22.346	26.366	41.861	40.205	15.029	18.832
ENSRNA050013906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G001700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013868	21.367	35.606	21.112	7.004	5.004	12.007	11.002	16.012	9.01	5.643	6.004	5.002	9.709	8.002	11.553	20.019	5.003	6.004
ENSRNA050013930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013850	22.81	22.041	11.074	11.133	6.489	6.513	2.374	9.627	4.462	9.317	4.981	1.339	3.668	9.49	10.326	14.944	6.964	14.023
ENSRNA050013922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA050013863	6.17	14.469	2.113	2.019	4.06	4.048	2.23	7.872	1.007	1.152	0	3.978	7.215	5.69	3.081	5.384	3.122	2.05
ENSRNA050013916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G001800	1068	1101.006	1128.081	1131.803	1189	1236.991	1219	943	1090.986	983.522	889.997	820.092	925.997	1004.994	1259.994	997.046	924.994	899.004
TraesCS1A02G001900	1931.106	1522.001	1575.998	1784.729	1699.999	1745.004	1803.248	1620.486	1872.149	1987.001	1809.451	1686.001	2099.001	1449.21	1760	1619	2261	1950.002
TraesCS1A02G002000	58.995	68.267	46.993	48.034	24.183	40.052	40.209	31.052	42.352	30.196	35.166	38.015	74	161.187	176.757	180.371	91.971	87.361
TraesCS1A02G002100	347.042	332.961	325.587	370.835	335.208	423.695	341.408	315.302	406.161	422.637	396.182	350.262	425.074	428.013	457.14	399.913	456.782	467.629
TraesCS1A02G002200	595.001	550	574	851	687.001	716	1204	911	1039	915.111	990.999	1036.843	784	804	834	889	1007	1151
TraesCS1A02G002300	748.282	705.741	750.922	835	778	914	999.006	808	839.998	1049.604	957	925.095	822.023	631	754.998	727	933.996	961.537
TraesCS1A02G002400	9.183	4	2.047	1.896	4.009	3.023	6.929	5.213	8	8.396	5.965	15.475	1	0	0.978	0	0	0
TraesCS1A02G002500	1128.004	1150.056	966.107	920.008	850.627	1003.299	1217.395	1137.891	1289.123	1360.321	1104.611	1201.756	810.831	812.722	699.807	846.333	863.523	845.399
TraesCS1A02G002700	1840.1	1324.982	1386.266	1589.083	1417.325	1627.453	1493.332	1582.031	1859.287	2043.819	1713.722	1851.415	1764.113	1825.644	1788.198	1975.535	2156.596	2111.35
TraesCS1A02G002800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G002900	23.864	19.996	14.207	5.998	7.669	17	6.548	8.656	1	8	9.006	10.008	4	5	3	6	5.002	17
TraesCS1A02G003000	90.812	128.164	113.325	85.996	51.983	81.522	118.901	67.804	79.722	114.647	72.147	88.232	30.359	38.994	46.962	21.767	45.838	33.059
TraesCS1A02G003100	13.134	7.914	4.827	27.397	19.489	27.336	11.629	12.095	21.545	2.204	14.729	10.544	20.593	8.764	13.236	0	11.703	20.778
TraesCS1A02G003200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G003300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G003400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G003500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G003546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G003600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G003700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G003800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G003900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G004000	48.045	36	23	20.939	22	21	13	9	8	4	13	4	4	39	41	45	6	14
TraesCS1A02G004100	32	68	50	18	17	26	22	21	14	6	18	6	39	148	87	127	59	61
TraesCS1A02G004126	3011.087	2639.126	2713.119	2367.052	2040.095	2326.208	2967.53	3085.247	3433.955	3411.004	3573.118	4341.058	2338.063	2428.363	2623.9	2757.215	3486.448	4062.601
TraesCS1A02G004200	109	81	122	93	74	73	103.042	100.069	114	68	59	67.999	76	70	91	80	72	107
TraesCS1A02G004300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G004400	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
TraesCS1A02G004500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TraesCS1A02G004600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G004700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G004800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G004900	58.754	60	57	48.048	62.003	70.445	78.97	80	90	71	40	60.525	73.005	41.785	85.022	66	69.051	71.935
TraesCS1A02G005000	128.454	207.098	176.328	102.674	113.992	119.2	78.489	108.591	88.547	228.686	198.351	246.392	72.808	139.321	167.306	167.745	100.329	135.723
TraesCS1A02G005100	32.834	31.254	31.795	46.76	30.955	28.016	25.07	8.099	19.999	15.864	30.139	36.421	6	13	30.529	27.074	21.083	35.183
TraesCS1A02G005200	670.602	895.873	711.118	696.668	635.779	721.388	401.457	354.734	443.682	647.885	578.922	565.559	260.404	438.144	459.062	452.506	363.588	541.189
TraesCS1A02G005300	21.532	12.927	11.857	28.774	11.918	17.267	12.202	19.974	16.072	35.351	24.871	32.394	10.485	9.304	14.472	11.112	9.137	25.276
TraesCS1A02G005315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G005368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G005387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G005400	2	2	0	10	2	1	4	1	9	8	3	4	0	5	2	5	1	3
TraesCS1A02G005500	98	60.001	65	71	66	77	110.994	51	59	93.974	83	85.782	82	145.996	139	192.862	140.976	125.003
TraesCS1A02G005600	409.659	280.403	277.748	389.014	353.241	365.693	460.404	401.391	434.269	423.674	412.951	352.565	227.147	277.241	322.711	309.465	336.239	369.624
ENSRNA050009944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G005700	90	90	86	57	45	59	111	84	68	87	100	67	63	66	59	90	67	86
TraesCS1A02G005800	1016.46	540.939	726.927	386.927	404.921	414.121	939.928	671.263	695.456	752.551	683.562	634.633	741.113	797.029	853.03	929.814	883.797	964.782
TraesCS1A02G005900	703.34	605.178	629.64	720.287	643.045	716.715	580.334	438.347	547.115	488.105	409.336	531.5	583.979	639.563	630.834	615.269	716.623	613.045
TraesCS1A02G006000	130.93	212.119	146.719	113.996	121.012	140.636	158.502	182.59	165.509	256.869	183.839	268.701	108.497	178.829	154.002	208.579	180.225	206.835
TraesCS1A02G006100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G006200	444.211	692.269	525.79	442.035	380.867	401.516	258.188	228.855	280.667	380.01	332.149	362.839	286.398	188.916	186.562	215.18	353.957	387.592
TraesCS1A02G006300	1155.14	1606.497	1340.912	1617.137	1721.91	1762.859	1565.029	1605.697	1713.439	2157.117	1882.191	2339.691	985.481	818.157	731.731	906.539	1332.068	1694.394
TraesCS1A02G006400	1	1.978	1	1	6.001	3	4	1	6	5	3.001	1.527	6.558	6.121	1.058	1.236	9	6
TraesCS1A02G006500	9.126	9.683	7.791	9.944	7.099	12.197	2.521	8.004	8.423	13.521	27.104	8.927	4.043	6.881	13.095	7.111	10.046	6.069
TraesCS1A02G006700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G006800	644.115	927.165	761.405	856.771	802.469	931.558	576.669	505.895	563.603	836.139	742.819	853.988	435.202	281.039	356.299	387.079	582.111	595.804
TraesCS1A02G006900	3.007	2.681	3.033	4.86	8.858	4.865	4.21	3.731	5.617	6.973	13.302	18.876	11.541	9.903	3.025	18.866	20.424	15.537
TraesCS1A02G007000	157.566	242.989	187.245	125.359	109.359	112.558	76.82	89.163	61.409	165.88	122.198	144.487	91.392	98.86	105.806	118.428	130.556	146.087
TraesCS1A02G007100	112.393	174.794	113.571	86.15	116.79	125.695	39.982	31.524	40.892	46.476	63.684	84.389	95.842	65.831	67.477	75.586	83.676	113.467
TraesCS1A02G007200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G007236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G007300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G007344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G007400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G007405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G007500	1902.024	2248.342	1981.954	1791.011	1828.343	2142.743	1996.478	1720.977	1995.044	1158.007	1523.133	1326.221	1671.672	1987.628	2296.146	2215.823	1720.881	1642.569
TraesCS1A02G007600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G007700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G007800	14	33	23	26	13	29	17	13	22	9	14	15	23	36	39	45	26	19
TraesCS1A02G007900	21.923	37.977	19.012	11.265	22.989	17.386	12	7.998	13.907	18.967	12.963	16.263	35.814	47.398	27.088	41.963	30.81	53.781
TraesCS1A02G007934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G008000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G008100	65.871	75.331	71.652	61.547	45.596	79.523	98.655	68.576	84.848	112.234	107.391	73.372	81.398	69.602	66.218	90.056	89.706	109.604
TraesCS1A02G008200	0	0	14.803	0	0	0	19.233	0	0	7.397	16.222	21.132	0	9.12	0	3.839	0	18.412
TraesCS1A02G008300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G008353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G008400	1	13.028	10.021	16	3	3	8	13	14	59.981	32	24	0	0	3	5	0	1
TraesCS1A02G008500	24	68	51	40.967	47.98	35	59	55.988	44	61	53	58	0	5	4	3	0	5
TraesCS1A02G008600	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0
TraesCS1A02G008700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G008800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G008900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G009000	614.306	515.286	477.558	625.709	517.986	540.778	365.571	317.1	370.369	400.555	399.569	320.136	344.806	464.153	444.802	499.062	448.318	538.769
TraesCS1A02G009100	131.493	176.135	153.233	129.717	122.415	108.795	168.211	156.722	143.386	196.433	172.562	151.423	142.139	146.359	170.574	172.916	147.33	138.361
TraesCS1A02G009200	19.558	9.985	19.1	0	15.905	9.226	10.96	10.958	19.337	0	0	0	11.84	0	22.815	12.691	10.591	0
TraesCS1A02G009300	37.116	18.401	26.19	27.03	23.277	28.514	39.78	41.972	36.586	47.662	34.028	35.744	16.872	19.349	27.439	42.506	37.674	46.893
TraesCS1A02G009320	1	1	0	3	1	0	0	0	0	0	0	3	1	0	0	3	0	0
TraesCS1A02G009400	1.007	5.035	9.079	2.603	4.034	1.003	4.051	1.006	11.074	8.033	6.048	7.044	7.063	5.016	2.009	8.108	0	3.029
TraesCS1A02G009500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G009600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G009700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G009900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraesCS1A02G010100	0	0	0	0	0	0	2	0	0	0	1.095	0	0	3	2	1.17	1.973	7
TraesCS1A02G010200	0	0	0	0	2.049	0	0	0	1	2	0	1.009	0	0	0	0	0	0
TraesCS1A02G010300	0	6.238	1.507	13.259	1.348	4.739	0	0	0	0	0	1.506	0	7.573	0	3.064	1.397	0
