feature_id	SRR26553585	SRR26553586	SRR26553587	SRR26553588	SRR26553594	SRR26553593	SRR2545903	SRR2545902	SRR2545899	SRR2545898	SRR2545901	SRR2545900	SRR2545897	SRR2545896
GLYMA_14G174400	1409.131	490.001	304.457	266.386	1167.772	1949.104	82.001	139.001	92	92	109	110	120	97.001
ENSRNA049760653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G174500	191.016	508.346	611.008	523.684	188.079	210.802	1629.383	1573.711	523.437	617.59	2022.801	1945.983	711.99	592.003
GLYMA_14G174600	0	7	29	5.001	0	0	124.821	204	289.004	325.003	196.893	257.002	323.937	394.244
GLYMA_14G174700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G174800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G174900	0	1	0	0	4	1	0	0	0	0	0	0	0	0
GLYMA_14G175000	163.229	227.933	170.609	195.311	191.985	218.003	511	566	525	624.749	537	399	579.941	527
GLYMA_14G175100	0	0	0	0	0	0	220.249	290	1033.891	801	242	191	1024	578
GLYMA_14G175200	0	0	0	0	0	0	0	0	0	0	0	0	0.992	0
ENSRNA050002349	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G175300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G175400	7	17	40	7	6	2	4248.458	3693.001	437	317	3575.021	2494	393.996	336
GLYMA_14G175500	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GLYMA_14G175600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G175700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G175800	139.225	371.695	298.783	84	102	148	46	38	14	6	81	43	16	16
GLYMA_14G175900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G176000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G176100	3	0	0	0	4	10	9	7	2	1	7	6	9	3
GLYMA_14G176200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G176300	4	91.017	124	71	3	2	1142	967	231	270	1152	896	237	287
GLYMA_14G176400	25	704.459	747.621	227.291	45	79	1842	1687	227	260	2320.7	1742	214	215
GLYMA_14G176500	126.022	10	14	32	160.008	132	18	27	5	1	24	25	7	0
GLYMA_14G176600	256.228	942.867	919.319	869.262	332.516	364.862	2245.626	2643.101	1561.457	1107.096	3094.324	3251.256	2574.157	1685.342
GLYMA_14G176700	57	61.001	62	57.164	89.205	112.502	338.997	357.003	279.002	253.986	374	357	366.997	264.001
GLYMA_14G176800	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GLYMA_14G176900	1657.023	2043.954	2059.139	2734.393	1362.89	1461.914	4569.212	5323.65	6549.535	6597.476	4969.238	5114.608	6749.58	6756.346
GLYMA_14G177000	0	0	5	0	0	0	6	6	19	31	5	3	20	11
GLYMA_14G177100	481.491	580.457	574.497	717.073	490.614	590.014	1094.548	1173.601	1359.123	1423.684	1234.006	1374.474	1622.925	1574.34
GLYMA_14G177200	627.704	1056.139	1093.193	2322.641	480.078	483.401	30	45	41	49	43	49.999	56	61
GLYMA_14G177300	173.272	176.041	278.007	149.031	163.005	193.692	410.853	398.465	295.091	357.009	501.935	441.246	370.496	329.404
GLYMA_14G177400	1	2	0	12	1	1	9	11	11	10	17	24	13	5
GLYMA_14G177500	27	26	22	30	31	36	47	42	63	67	37	31	58	59
GLYMA_14G177600	31	114	77	113.601	33	29	1245	984	1045	1008.73	1367	1171.216	961	900
ENSRNA049760638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G177700	22.009	28.099	32	21	36	29	61	66.999	77	85	78	96	65	74
GLYMA_14G177800	0	0	0	0	0	0	0	0	0	0	1.002	1.004	0	0
GLYMA_14G177900	2	25	8	17	3	4	37	57	97.003	97	40	41	76	112
GLYMA_14G178000	13	0	20.002	0	15	17.398	408.017	736.265	217.154	211.701	401.492	513.097	277.005	230.376
GLYMA_14G178100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G178200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G178300	66	58.119	109.988	44	62	53	1	1	5	4	2	0	4	7
GLYMA_14G178400	1	16.006	28	18	1	6	5	12	11	14	7	8	7	8
GLYMA_14G178500	5	23	72	33	11	14	3.071	4.024	2	1	4.051	1.004	1.009	7
GLYMA_14G178600	3	0	1	3	2	0	2	0	0	0	0	1	1	0
GLYMA_14G178700	26	6	1	10	21	32.013	181	146	21	21	174	143	28	40
GLYMA_14G178800	366	305.158	242.29	210.055	327.686	375.042	355.56	384.96	293.623	308.665	460.697	445.534	371.226	338.645
GLYMA_14G178900	114	117	90.001	97.415	126.99	186	300.392	283.805	293.239	318.053	335.024	402.027	364.571	330.054
GLYMA_14G179000	43.336	28.271	31	35.231	36.057	29	451.808	346.974	330.102	390.86	523.533	428.505	324.95	335.927
GLYMA_14G179100	267.03	322.569	236.087	292.272	312.229	371.014	790	887	380	357	845	862.999	455	434
GLYMA_14G179200	399.043	545.707	335.007	404.896	410.053	446.03	1249	1305	64	83	1625.48	1251.009	112.999	148.999
GLYMA_14G179300	243.189	217.725	141.999	200.911	215.719	307.252	128.44	144.156	52.002	53.159	155.062	147.361	77.164	82.418
GLYMA_14G179400	0	4	3	0	0	1	7	8	13	12	3	4	8	17
GLYMA_14G179500	406.984	619.95	566.215	360.003	469.072	600.142	483.999	549.997	882.984	1008.418	555.997	585	1041.877	1022.599
GLYMA_14G179600	139	108	137.008	31	61	70	0	0	0	0	1	0	0	0
GLYMA_14G179700	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GLYMA_14G179800	406.643	309	105	426.285	433.698	536.13	606.717	563	132	107	602	536.999	130.005	122
GLYMA_14G179900	2047.527	1383.501	1817.218	1362.842	2074.773	2129.948	2094.941	1953.346	2332.538	2232.45	2249.209	1943.846	2643.624	2946.422
GLYMA_14G180000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G180100	4.964	5.136	6.998	2.056	1	4	29.046	17.654	26.241	20.786	37.199	30.432	29.086	31.577
GLYMA_14G180200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G180300	22	13	10	50	39.028	47	238.999	228.999	272.006	308.57	316.053	281.275	326.975	374.25
GLYMA_14G180400	232.516	160.095	92.515	126	215	248.697	77.616	70.907	80	88.138	94.005	70.596	81.12	94.039
GLYMA_14G180500	0	0	0	0	0	0	2.057	0	3.061	2.11	2.029	1	1.01	1.009
GLYMA_14G180600	102.566	265.696	312.985	270.612	76.989	116.996	183.945	277.434	252.689	328.007	230	276.777	371.405	256.057
GLYMA_14G180700	0	0	0	0	0	0	0	1	0	0	0	1	0	0
GLYMA_14G180800	0	0	0	0	0	0	1	0	0	1	1	1	0	0
GLYMA_14G180900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G181000	37	40	35	48	20	48.002	372	513	576.918	593	451	519	655	669.097
GLYMA_14G181100	536.854	351.064	268.049	280.806	439.51	598.23	823.631	847.563	482.044	563.287	933.717	751.652	492.77	509.131
GLYMA_14G181200	35	7	22.013	16.019	39	65	22	13	13	14	19	14	14	11
GLYMA_14G181300	399.606	336.788	332.136	294.925	345.782	432.776	383.673	467.08	430.825	556.702	522.028	549.175	494.302	541.807
GLYMA_14G181400	566.938	49.991	33.599	41	483.304	657.116	37.293	29.301	65.571	92.993	38.947	33.215	56.357	92.097
GLYMA_14G181500	26	1	2	3	12	10	0	0	0	0	0	0	0	0
GLYMA_14G181600	192.24	128.182	101.143	75	133.049	158	133	108	192	194	152	111	173	181
GLYMA_14G181700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G181800	6	17	45.629	31	4	5	96.326	194.85	154.657	154	169.917	205.016	158.845	197.475
GLYMA_14G181900	62	231.637	160.938	76.33	65.001	82.998	175.005	200.004	229.007	281.058	181.995	195.095	193.006	290.004
GLYMA_14G182000	0	0	0	0	0	0	0	0	0	0	0	4	1	0
GLYMA_14G182100	1275.655	966.083	555.893	637.34	1007.931	1430.494	1591.996	1976.834	2437.734	3410.352	1950.93	1877.36	2808.124	2686.088
GLYMA_14G182200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G182300	47	51	62	26.021	29	40	15	27	49.982	33.608	20	30	24	44
GLYMA_14G182400	202.063	222.423	168.953	148.13	170	197.13	199	219.004	197	236	236	225	251	226
GLYMA_14G182500	11.945	2.58	5.047	0	0	15.846	0	0	0	0	0	0	0	0
GLYMA_14G182600	219	133.009	105.003	138.072	224.266	264.074	252	177	330	352	196	172	294	306
GLYMA_14G182700	229	502.181	528.924	395.889	171.019	170.999	1036.926	1010.636	1411.787	1543.631	1203.376	1112.027	1492.703	1645.979
GLYMA_14G182800	467.919	298.114	294.203	223.001	435.654	467.171	276.998	293	251	235	278	320	306	274
GLYMA_14G182900	61	126	74.053	577.246	71.09	107	405	480.71	138	105	533.945	586	160	170
GLYMA_14G183000	1443.954	1248.603	796.714	1057.322	1334.2	1019.814	1307.725	1720.927	1302.905	1763.313	1641.177	1740.993	1827.892	1842.495
GLYMA_14G183100	242.08	101.529	87.034	88.423	198.882	180.043	496.01	429.005	450.067	443.002	474.314	521.014	535.947	499.281
GLYMA_14G183200	100.705	93.471	45.575	52.333	116.835	132.375	0	0	0	0	0	1	0	0
GLYMA_14G183300	18	0	0	1	33	43	2	1	0	0	0	0	0	0
GLYMA_14G183400	1	0	0	0	0	2	0	1	3	2	0	0	5	4
GLYMA_14G183500	68	45	39	75.05	49.997	73	144	135	147	167	135.002	153.024	159.005	158
GLYMA_14G183600	0	2	0	1	0	3	0	0	0	0	0	0	0	0
GLYMA_14G183700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G183800	5	2	4	1	2	3	54.998	33	75.124	86.509	40.37	57.357	60.11	100.349
GLYMA_14G183900	88.092	58.553	62.658	59	70.612	88.041	146	272.831	164.989	161.699	143	199.023	211.721	199
GLYMA_14G184000	4	2	5	5	5	5	1	7	5	3	2	5	6	3
GLYMA_14G184100	73.898	94.313	63.374	41	96.437	85	59	73.169	129.011	112.301	71	66	120.279	99
GLYMA_14G184200	79.988	85.007	66.922	45	87	76.311	25.002	46.997	46.997	34.996	36.995	34.002	62.996	47.965
GLYMA_14G184300	3	0	2	1	4	4	0	0	1	1	0	0	0	0
GLYMA_14G184400	1	6	2	1	2	0	0	0	0	0	0	0	0	0
GLYMA_14G184500	618.998	907.83	1031.576	871.817	627.719	688.237	1621.592	1906.213	1293.597	1443.367	2199.021	2213.029	1882.204	1488.774
GLYMA_14G184600	160.254	206.743	154	172.253	115.813	147	2	3	1	4	1	6	3	2.136
GLYMA_14G184700	0	1	0	0	0	0	71	63	39	37	82	80	50	36
GLYMA_14G184800	1	1	0	2	2	1	15	27	23	22	9	16	26	18
GLYMA_14G184900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G185000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G185100	3	1	2	5	0	1	248.999	369.132	403.813	334.461	161	166.962	423.926	292.998
GLYMA_14G185200	0	0	0	1	0	0	3	2	1	3	1	5	4	4
GLYMA_14G185300	0	2	3	3	0	1	0	1	6	17	1	0	15	19
GLYMA_14G185400	162	169.392	347.359	135.978	146.343	131.193	1334.001	1686.804	1564.152	2061.338	1409.007	1444.294	1746.301	1712.429
GLYMA_14G185500	0	0	0	0	0	0	5	2	1	0	0	1	0	4
GLYMA_14G185600	7	0	1	2	2	19	457	400	1449.128	1471	590	493.005	1327	1193
GLYMA_14G185700	689.548	2262.427	2511.001	3738.574	550.317	376.766	25.764	27.396	39.452	73.388	44.212	50.696	45.606	74.816
GLYMA_14G185800	9.331	18.598	21.543	43.678	5	11.518	13	20	10	14	20.092	17.967	23	19.938
GLYMA_14G185900	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GLYMA_14G186000	18.669	13.402	18.458	9.322	14	11.482	0	0	0	0	0.908	1.033	0	1.062
GLYMA_14G186100	1	0	1	1	0	0	11	5	12	9	10	8	13	4
GLYMA_14G186200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G186300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G186400	123	7	0	3	152.081	144	1	1	1	0	1	4	3	2
GLYMA_14G186500	34	94	75.09	25	43	40	7.047	21.001	21.348	20.279	11.025	23.093	23.175	28.572
GLYMA_14G186600	26.035	14.023	18	4	10.046	18.052	11.202	14.069	5.01	17.077	22.148	26.223	12.176	20.233
GLYMA_14G186700	5956.398	3625.754	1425.971	2077.342	5614.823	5167.603	516.826	559.874	597.933	789.766	566.448	532.422	626.727	716.616
GLYMA_14G186800	102.009	143.216	87	127.412	83	124.993	362	441	300.598	270	497.02	443	357.478	323.924
GLYMA_14G186900	391.497	585.438	521.218	967.103	388.721	517.995	1217.471	1427.83	1382.011	1303.384	1563.572	1789.792	1795.327	1684.033
GLYMA_14G187000	130	125	143.585	153.002	144.034	175.039	193.951	199.562	315.041	283.177	245.59	240.952	384.707	364.372
GLYMA_14G187100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G187200	0	1	0	2	0	0	0	0	0	0	0	0	0	0
GLYMA_14G187300	119.362	154	195.001	268	137	75.154	294.213	363.465	295.459	332.398	531.322	478.712	423.168	446.591
GLYMA_14G187400	190	130.108	173	102.006	137	253	791.428	800.412	1053.143	1203.282	929.005	754.94	1130.661	1213.321
GLYMA_14G187500	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GLYMA_14G187600	4	6	10	6	6	3	120	105	172	194.093	145	105	161	186.403
GLYMA_14G187700	759.94	773.048	595.674	737.305	769.131	793.374	1412.619	1320.998	1490	1722.744	1485.4	1501	1635.905	1784.986
GLYMA_14G187800	1662.709	2174.795	2071.246	2384.873	1667.437	1818.097	4771.92	4835.136	5141.008	5098.973	4864.828	5562.845	5631.943	5513.341
GLYMA_14G187900	31	67.001	118.948	46	29	15.073	41	68	79	78	72	80	89	112
GLYMA_14G188000	0	0	0	0	0	0	0	0	0	1	0	0	0	2
GLYMA_14G188100	18	18	21	22	10	8	92	100	122	136	106	117	164	150
GLYMA_14G188200	465.796	422.889	376.078	256.001	424.177	471	662	602.785	695.997	750.286	716	653	820	751
GLYMA_14G188300	3	1	0	3	0	5	150	122.046	479.027	335.401	153	177	591	649
GLYMA_14G188400	15	9.08	26	3	4	14	48.003	56	56.004	46	50	83	42	48
GLYMA_14G188500	515	389.999	247.02	362.044	480.267	525.864	293	337.415	160.973	177.972	409	370.978	213.218	210
GLYMA_14G188600	69.069	84	57	78.897	54	82	75	92	74	93.998	85	103	120	125.52
GLYMA_14G188700	8	1	4	13	5	4	1	3	2	4	0	0	3	1
GLYMA_14G188800	19	35	24.846	11	26	24	0	1	3	4	4	2	0	3
GLYMA_14G188900	148	156.979	124.658	88.501	108.004	102	7	8	4	10	14	22	13	15
GLYMA_14G189000	151	115	100	86	131	128.962	207	192	142	122	237	210	150.007	171
GLYMA_14G189100	674.689	224.994	288.416	199.46	747.747	765.91	18.998	105.019	171.483	187.017	36	79	289.989	257.012
GLYMA_14G189200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G189300	1343.734	776.995	480.887	754.535	1293.698	1265.47	2111.951	1856.003	895.97	971.767	2524.757	2043.765	1032.336	1088.935
GLYMA_14G189400	2026.669	2331.818	2202.971	2544.868	1937.597	2578.122	4800.163	5899.002	7379.251	6625.037	5437.522	7251.842	8210.672	7594.807
GLYMA_14G189500	1007.031	24	20	31	1132.745	1133.685	48	80	85	68	49.997	119	118	109
GLYMA_14G189600	30	1	4	3	11	4	18	20	16	29	19	34	13	37
GLYMA_14G189700	3	0	0	3	0	1	13	5	4	11	14	14	5	12
GLYMA_14G189800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G189900	451.682	397.88	321.718	410.126	461.486	527.664	1199.276	1323.946	488.07	590.269	1499.894	1450.323	698.194	681.526
GLYMA_14G190000	340.123	216.805	157.074	134.517	243	287.917	188.419	194.258	227.334	251.683	216.732	198.866	229.668	275.336
GLYMA_14G190100	133.999	508.422	960.395	504.056	144	150	356.521	414.307	559.148	626.532	410.674	469.818	623.66	570.228
GLYMA_14G190200	371.997	522.783	407.678	452.032	240.599	225.762	79.81	68.231	52.587	73.383	99.55	103.749	91.31	79.793
GLYMA_14G190300	261	191.856	120.433	131.119	290.239	320.562	190	162	198	233.55	159	176	248	225
GLYMA_14G190400	136.002	172.809	261.486	140	149	164.788	86	77	89	80	127	115.999	107	91
GLYMA_14G190500	16	10	4	5	11	5	1	4	5	3	5	1	3	2
GLYMA_14G190600	0	0	0	0	2	0	0	0	1	2	1	2	1	0
GLYMA_14G190700	3	20	21	17	8	14	626.003	885.996	260.001	292.004	770.857	725.004	281.996	294.002
GLYMA_14G190800	340.195	325.516	282.837	208.196	335	348.439	418	532	666.005	682.051	424	578.753	643	684
GLYMA_14G190900	479.371	400.021	294.832	346.675	380.459	446.102	295.34	319.155	358.168	391.06	311.636	292.421	368.103	351.929
GLYMA_14G191000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G191100	204.013	200	168.038	110.001	202.145	205.867	103	114	178	188	104.996	99	190	203
GLYMA_14G191200	290.317	182	185.042	299.368	314.197	320.938	127	123	189	165	151	174	181	204
GLYMA_14G191300	693.062	436.257	454.163	686.144	729.824	796.84	21	17	49	31	22	31	46.999	40
GLYMA_14G191400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G191500	52	90.171	58	75.962	44.534	45	190.406	222.783	214.168	286.748	276.46	318.797	332.95	320.799
GLYMA_14G191600	0	1.24	0	0	1	2	0	0	0	0	0	0.81	0	0
GLYMA_14G191700	59	254.029	194.142	199	63	98	222	254	415.999	359	227.769	263	468	459.999
GLYMA_14G191800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G191900	6	16	12	25	12	7	21	17	30	32	38	36	32	24
GLYMA_14G192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G192100	1721.755	1945.324	1020.82	1050.372	1213.333	1108.457	298.216	460.776	453.326	598.4	437.196	477.462	486.614	509.705
GLYMA_14G192200	59	36.659	45.936	64	51	47	82.001	99.058	90.005	90.988	91	103	97	123.42
GLYMA_14G192300	13	7	18	6	11.163	19	16	14	12	3	9	10	11	8
GLYMA_14G192400	1	10	2	0	1	3	326	390	62	52	263	300	69	62
GLYMA_14G192500	62	16	42	1	86	82	206	259	238.3	239.112	169	390.002	295	323
GLYMA_14G192600	0	0	0	0	0	0	2	0	0	0	0	1	1	1
GLYMA_14G192700	555.468	561.417	251.637	482.442	436.746	634.26	186.999	294.999	333.999	411	222.999	276	399	506.001
GLYMA_14G192800	98	59	30.001	47	86	174.614	123	132	317	330	114	123	303	315
GLYMA_14G192900	226.14	241.001	161.812	117.138	207.341	242	229	206	275.002	306	206.001	185.582	242.003	305
GLYMA_14G193000	3497.746	2518.234	428.517	1054.625	2950.862	4075.314	0	2	0	0	1	0	0	0
GLYMA_14G193100	11	9	3	3	3	3	15	53	29	33.103	27	34	26	40
GLYMA_14G193200	706.421	618.693	267.17	165.004	526.793	553	80.595	226.008	121.997	172.226	123.678	212.014	213.522	264.018
GLYMA_14G193300	20	60.002	51	28	33	32	39	11	24	20	33	27	18	21
GLYMA_14G193400	101	42.002	102	136.002	104.047	43.002	17.997	17.424	9	7.299	37.54	25.002	18.429	3
GLYMA_14G193500	209.034	95.721	95	106	213.065	230	395	352	304	377	426	410	385	395.058
GLYMA_14G193600	194	175.987	132.001	151.096	190.03	210	293.999	288	276.157	294.016	364.999	349.012	332	288.014
GLYMA_14G193700	53	41	41	180	49	92.722	947	773	639.982	400	1170	828	791.999	557
GLYMA_14G193800	26.148	18	16	3	4	11	33	24	30	22	28	29	35	30
GLYMA_14G193900	663.537	312.974	282	235.01	636.18	572.402	555	475.795	562.501	633	724	573.437	752	699.997
GLYMA_14G194000	3	6	8	0	6	2	2	3	0	0	1	3	0	2
GLYMA_14G194100	308	279.247	214.635	248.001	326.15	387.062	840.316	856.645	438.28	413.531	1002.282	900.971	507.995	504.996
GLYMA_14G194200	0	0	11	8	0	5	10	12	5	5	14	19	5	8
GLYMA_14G194300	16.961	106.517	140.001	75	26.103	18	114	174	125	121	172	227	214	174
GLYMA_14G194400	49	59	50	40.003	38.001	27	4	2	7	2	5	5	4	5
GLYMA_14G194500	525	499	487.777	593.274	518.046	514.004	580.005	546.998	669.997	621.764	553.998	511.003	631.002	657.003
GLYMA_14G194600	319.24	373.078	367.292	502.175	306.741	360.558	161.778	179.782	185.831	173.472	232.569	245.105	216.237	202.437
GLYMA_14G194700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G194800	2.756	0	1.673	2	2	0	10	2.062	2	4	9	7	4	3
GLYMA_14G194900	15	22.411	82	24.647	14	7	30	43	34	25	33	63	48	30
GLYMA_14G195000	108.997	153.896	191.447	1050.691	323.359	442.712	1750.304	4099.637	2674.755	3740.591	586.016	1100.76	1194.355	1466.917
GLYMA_14G195100	4	8	3	4	7	2	1	3	2	3	4	1	5	10
ENSRNA050002336	0	0	0	0	0	0	1	0	1	0	0	0	0	1
GLYMA_14G195200	287.805	118	63	168.099	343	274.154	5470.045	4834.649	350.001	255.001	7124.567	4713.704	205.018	310.987
GLYMA_14G195300	142.158	7	14	17	118.002	104.007	267	262	32	34	297	243	13	29
GLYMA_14G195400	33	326.002	392.426	277.623	40	43.997	92.585	149.54	158.857	165.745	185.231	265.165	192.581	179.252
GLYMA_14G195500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G195600	57	133	167.115	131	54	68	30	34	11	19	33.996	29	18.004	8
GLYMA_14G195700	232.769	638.633	454.665	434.024	247.871	220.065	375.455	510.525	228.827	263.471	447.892	353.132	267.285	265.969
GLYMA_14G195800	98.232	176.025	117.747	52.903	74.144	79.05	119.181	192	42.475	49.279	185.775	134.583	69.412	57.171
GLYMA_14G195900	34	19	49	32	22	15	2	3	6	5	2	9	9	9
GLYMA_14G196000	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GLYMA_14G196100	0	0	0	0	0	2	13	11	11	14	11	12	15	18
GLYMA_14G196200	147	118	74	177.094	123	160.013	182	113	164.006	213	161	107	146	182
GLYMA_14G196300	29	6	10	10	17	10	1	1	0	1	2	0	0	1
GLYMA_14G196400	365.31	446.392	393.42	365.974	385.527	454.72	699.611	700.007	678.976	646.347	828.021	843	857	766
GLYMA_14G196500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G196600	244	302.597	336.488	159.991	206.896	281	77	76	87	96	82	97	99	109
GLYMA_14G196700	677.803	454.431	427.139	378.476	710.483	802.759	1356.875	1074.005	1213.986	1129.999	1359.93	1450.009	1344.383	1370.772
GLYMA_14G196800	1428.634	1278.878	1010	1207.156	1031.834	1141.725	1182.141	1466.712	1351.52	1567.325	1447.838	1475.102	1677.396	1696.081
GLYMA_14G196900	83.096	31.034	43	23	94	74	98	94	57	62	78.002	89	68	76
GLYMA_14G197000	211.022	19	26	9	163.567	137.099	92.277	60.001	51	66	101	80	69	52.33
GLYMA_14G197100	271.001	261	289.712	246.019	177.172	236	308.35	340.703	296.011	473.614	426.515	395.855	251.3	395.226
GLYMA_14G197200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G197300	31	46	63	54	57	32	102.94	113	259	207	124	112	286	253.191
GLYMA_14G197400	73	32	26.044	23	38	61	26	18	28	36	32	22.372	31	34
GLYMA_14G197500	1	0	2	0	1	0	0	0	0	0	0	0	0	0
GLYMA_14G197600	110	117.082	195.001	102.222	69	113	81.946	76.2	103.013	89.633	86.003	78.993	98.313	96.767
GLYMA_14G197700	109.802	62.061	56.168	64.004	76.742	116.398	167.74	124.052	159.397	172.011	136.383	157.682	185.766	178.179
GLYMA_14G197800	75	90	74	71.011	50	69	138	132	181	163	147	154	180	142
GLYMA_14G197900	4	2	3	7	7	6	22.998	12	3	9	43.999	30.997	3	4
GLYMA_14G198000	91	87	82.006	137	111	169.094	646	668	918.658	931	706	685	1005	882
GLYMA_14G198100	0	0	0	0	0	0	2	1	0	1	2	1	0	0
GLYMA_14G198200	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GLYMA_14G198300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G198400	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_14G198500	3	3	1	0	0	3	1	0	0	0	3	0	2	1
GLYMA_14G198600	250	241	175	344	174.005	208.074	10	15	20	21	17	20	19	29
GLYMA_14G198700	1339.049	1549.089	714.891	1168.955	1045.851	1002.806	16.997	12.354	17	20.006	8	17	14	16
GLYMA_14G198800	172	174.289	157.015	151.002	127.065	123.012	217	241	250	252	264	267	343	264
GLYMA_14G198900	11	4	20	8.026	27.016	9	261.998	283.996	434.993	339.143	316.997	387.517	459.353	486.356
GLYMA_14G199000	531.275	390.833	330.559	518.974	427	494.894	373.447	386.827	421.272	430.334	383.383	403.994	478.023	441.632
GLYMA_14G199100	0	0	0	0	6	0	3	0	0	0	1	1	0	0
GLYMA_14G199200	589.004	641.703	666.337	973.754	704.979	800.793	2682.132	2757.792	1030	807	3389.182	2791.118	1025	926.07
GLYMA_14G199300	0	3	0	0	3	1	0	0	0	0	0	0	0	0
GLYMA_14G199400	42.437	69.635	61.936	65.18	54.87	35.176	440.755	592.591	212.488	234.085	689.287	516.972	234.594	232.396
GLYMA_14G199500	35	55	37	83.048	52	55.003	383.115	473.394	177.419	120.845	472.295	373.127	169.776	182.336
GLYMA_14G199600	67	69	45.981	255.567	64	74	867	1001	138	158	1169	927	136	170
GLYMA_14G199700	1	0	1	0	0	4	42.885	112.606	28.581	23.155	97.705	72.873	37.224	21.664
GLYMA_14G199800	12	14	6	3	15	20	143	247	82	106.081	169	161	101	84
GLYMA_14G199900	179.016	51	69	68	148	230.388	365	427	183	171	316	511	170	170
GLYMA_14G200000	0	0	0	1	3	0	0	0	0	0	0	0	0	1
GLYMA_14G200100	12	3	5	7	7	20	9	14	29	20	10	15	21	24
GLYMA_14G200200	634.332	221	213.102	752.223	672.975	903.371	9429.801	10542.847	1569.843	1399.654	12157.178	10730.249	1649.743	1743.781
GLYMA_14G200300	391.109	46	64	199.029	283.378	350.567	277.511	319.021	291	276.014	340	328	287	270
GLYMA_14G200400	234.336	244.001	188.249	195.528	270.329	275.999	291	306.034	284	270	302	360	327	305
GLYMA_14G200500	0	0	0	0	0	0	0	1	1	2	0	0	1	4
GLYMA_14G200600	90	76.087	49	67	72.112	102.485	171	178.999	100	114.001	147	162	117	102.002
GLYMA_14G200700	12.561	15.441	14.189	5.298	13.131	7.201	0	0	0	0	0	0	1.15	0
GLYMA_14G200800	82.55	48.007	115.933	23.477	41.892	40.695	0	0	0	0	1.205	0	0	0
GLYMA_14G200900	4898.933	3242.256	4961.122	1836.563	3283.366	3129.287	431.334	729.956	833.586	733.544	513.978	686.556	881.01	770.902
GLYMA_14G201000	332.841	116.017	65.827	0	122.558	233.187	129.826	251.152	228.838	197.638	189.303	258.35	288.895	219.036
GLYMA_14G201100	207.138	78.966	176.477	61.992	188.653	143.229	729.84	982.891	867.575	921.818	797.514	1018.943	965.945	606.01
GLYMA_14G201200	105	106	121.256	53	85	86	0	0	0	0	0	0	0	0
GLYMA_14G201300	0	0	6	1	1	0	13	42	3	13	12	14	7	9
GLYMA_14G201400	0	0	0	0	0	0	213	108	97	155	150	97	79	123
