feature_id	SRR26553585	SRR26553586	SRR26553587	SRR26553588	SRR26553594	SRR26553593	SRR2545903	SRR2545902	SRR2545899	SRR2545898	SRR2545901	SRR2545900	SRR2545897	SRR2545896
GLYMA_02G289000	0.706261	0.669414	1.95715	1.276327	0.157255	0.33785	0.066893	0.316012	0.035417	0.262237	0.028579	0.094521	0.066901	0.161709
GLYMA_02G289100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_02G289200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_02G289300	4.939881	2.505337	1.818855	4.877925	7.178629	8.537115	30.004685	28.051835	27.013577	37.613122	30.876602	27.637568	23.656346	28.724356
GLYMA_02G289400	43.389562	44.699297	68.331066	65.970409	39.38781	42.560642	16.686814	15.185683	16.476734	16.984087	18.435576	16.993273	17.951577	18.791035
GLYMA_02G289500	1.738101	2.477532	3.863359	2.068191	2.351243	2.231936	3.178707	4.339615	4.798086	5.659951	2.793949	3.430279	4.785496	4.20118
GLYMA_02G289600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_02G289700	9.225427	14.198983	15.951165	13.643989	8.835809	9.424688	4.10195	5.359895	5.621196	5.818744	5.521741	6.153376	7.11914	6.250763
GLYMA_02G289800	0	0	0.070026	0.106767	0	0.115312	0.563396	0.766602	0.406874	0.328847	0.495116	0.500379	0.193964	0.559959
GLYMA_02G289900	22.56252	18.957545	20.433144	20.104171	23.328706	29.961666	18.63825	20.128969	17.386782	21.304995	21.975725	20.373307	18.109453	19.379945
GLYMA_02G290000	3.785697	4.530068	3.238671	2.302565	4.646584	6.702328	4.267326	7.311207	12.638194	17.214871	3.61685	5.601377	17.827588	11.888198
GLYMA_02G290100	22.17354	11.873142	11.163308	11.385623	22.739265	30.604983	16.673563	16.91509	24.23696	26.772666	15.867805	17.66159	23.414628	23.422114
GLYMA_02G290200	6.407841	5.209522	6.049949	2.954894	7.570538	6.96049	9.376322	10.207613	8.611807	8.041986	12.504941	15.332154	12.463195	10.242172
GLYMA_02G290300	9.983599	7.342349	8.687274	11.509874	10.674345	15.209482	28.124304	27.330692	40.155462	36.619432	27.481066	24.404584	35.402144	38.03704
GLYMA_02G290400	2.716758	2.633415	5.564331	3.026177	2.993547	3.328135	22.014002	16.062482	31.224026	29.981264	22.449822	20.618857	28.379131	27.923758
GLYMA_02G290500	3.534171	3.816589	3.857611	3.174272	3.486825	4.897177	2.170293	3.208445	3.2031	3.029951	2.724927	3.935706	4.659262	4.218449
GLYMA_02G290600	7.301137	4.361638	5.524782	4.657819	8.188461	6.69931	7.576687	8.490184	6.588628	9.455198	6.476048	7.586373	8.93342	8.443283
GLYMA_02G290700	0.67258	1.733539	2.34047	1.368638	0.787516	0.738935	0.832616	0.88219	1.093533	0.957446	0.910277	1.436704	1.123435	0.979026
GLYMA_02G290800	242.957078	204.832481	151.244771	109.764193	225.255225	197.707651	25.88546	49.871523	41.327921	44.425466	27.481309	44.328037	42.685565	58.779606
GLYMA_02G290900	4.450527	5.625765	1.993448	2.748225	4.954121	2.144606	92.740352	68.698795	17.720802	12.229497	70.475735	56.123732	22.632115	21.061773
GLYMA_02G291000	35.606006	55.521638	58.965667	39.040272	37.303967	37.286065	126.966345	119.40353	130.880941	136.868978	123.359986	138.840308	152.177894	151.350066
GLYMA_02G291100	25.484853	42.729785	45.688075	49.369482	23.652911	29.832871	23.196079	22.422022	28.333702	25.56989	22.771816	26.887821	29.688828	30.552628
GLYMA_02G291200	0	0	0	0	0	0	0.143803	0.27327	0.610437	0.143907	0.364397	1.113204	0.592532	0.283385
GLYMA_02G291300	8.445186	11.760811	11.620178	13.568594	7.366008	10.23692	36.394942	32.990964	36.056418	38.875779	38.940602	34.491529	30.316471	35.739453
GLYMA_02G291400	0.117214	0.117134	0.157627	0	0	0	0.10941	0	0	0	0	0	0	0
GLYMA_02G291500	17.715709	11.452277	9.372461	11.556609	22.628925	24.588708	0.16917	0.549198	0.442099	1.730494	0.717862	0.94506	1.079941	1.924523
GLYMA_02G291600	11.867779	14.191396	18.013903	12.092966	15.349876	15.830818	12.169196	12.941597	15.354849	14.150948	12.269101	13.314336	19.531057	15.626567
GLYMA_02G291700	16.167983	4.66722	4.627332	1.30693	22.102467	18.481771	4.602189	6.6598	8.05852	7.658187	4.347638	5.176571	7.562671	9.209765
GLYMA_02G291800	9.662137	5.857314	6.333349	6.078292	10.838654	10.657285	25.800809	23.426759	5.684178	5.586226	23.616625	22.545217	5.746048	6.025902
GLYMA_02G291900	2.67068	3.465298	2.88145	3.521448	3.12742	5.136651	8.273123	7.119915	7.768107	6.236298	7.859939	8.362298	6.88883	7.426278
GLYMA_02G292000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYMA_02G292100	0	0.803958	0.813342	0.195031	0.4452	0.406555	93.233881	88.455251	1.794503	0.538068	63.892401	74.216324	2.67937	1.641388
GLYMA_02G292200	3.462557	4.264378	6.658007	3.203837	2.675583	3.376837	2.080287	1.578675	1.789341	1.862399	2.188901	2.384203	2.498328	2.446912
GLYMA_02G292300	8.335686	5.993699	8.138689	7.046507	8.364118	9.295334	36.077516	33.327846	20.203041	22.892066	31.401935	34.73821	20.350401	19.816793
GLYMA_02G292400	0.439221	0	0.589023	0	0.811964	0.456174	0	0	0	0	0.09472	0	0	0
