feature_id	SRR39669458	SRR39669459	SRR39669468	SRR39669469	SRR39669470	SRR39669471	SRR39669472	SRR39669473	SRR39669474	SRR39669475	SRR39669460	SRR39669461	SRR39669462	SRR39669463	SRR39669464	SRR39669465	SRR39669466	SRR39669467
SEVIR_5G288000v2	10.225945	7.134074	13.299949	15.814462	16.371598	21.056333	79.757378	37.520941	26.64535	6.106083	8.565965	7.978427	10.244461	11.389175	11.781194	44.793689	56.865639	15.659547
SEVIR_5G288100v2	0.189013	0.073109	0	0	0	0.115954	0	0	0	0	0.465111	0.389388	0	0.29392	0.282708	0.128489	0	0.066049
SEVIR_5G288200v2	6.761243	10.412041	18.553889	1.09292	0.761994	5.0813	1.571893	0.892555	0.440653	4.192819	5.859076	6.532944	4.249443	4.891116	4.337156	0.9983	0.940481	1.494369
SEVIR_5G288300v2	4.187927	11.205585	8.159085	7.44694	8.879056	9.717205	4.600945	8.939523	11.059797	8.931111	10.039956	7.029151	7.58378	6.468585	7.211205	8.399777	13.158298	5.316327
SEVIR_5G288400v2	2.327647	1.840015	2.955088	26.251101	24.968918	19.9859	0.823198	1.391011	0.425218	6.349588	5.39158	4.679729	24.184087	25.071559	27.121036	1.233082	2.162391	0.538724
SEVIR_5G288500v2	13.824404	10.600075	4.603399	2.219224	2.386724	2.387038	0.574294	1.048398	1.511756	7.171866	4.743722	10.599637	3.605196	3.806625	3.447997	1.506337	0.955752	2.010301
SEVIR_5G288600v2	10.811986	10.37656	9.528046	11.80939	11.794728	9.054184	3.43097	5.744712	5.84885	11.223563	11.455146	7.76148	10.30955	11.61884	10.72949	4.87711	6.041462	2.831782
SEVIR_5G288700v2	24.369842	18.773318	14.777384	15.318419	16.709566	15.529443	11.008495	14.411242	16.096771	23.440435	19.249643	13.891177	25.371723	24.897814	23.873289	18.578112	17.788945	8.6055
SEVIR_5G288801v2	0.855557	1.352389	0.902047	0.683701	1.028821	0.791191	0.409029	0.803913	0.503136	1.121872	1.259789	0.818096	1.167608	1.238666	1.1301	0.472928	0.682103	0.824316
SEVIR_5G288900v2	17.736972	20.010648	11.929388	5.93692	4.968787	11.198908	3.626972	2.775525	4.763081	20.009397	18.992614	14.436454	15.862223	14.933124	15.251854	3.948541	2.566981	5.404101
SEVIR_5G289000v2	12.332544	17.473777	5.282999	2.927696	2.793756	6.787234	0.825821	1.132383	2.434353	8.897321	10.014416	7.248507	5.91044	7.80642	6.776272	1.807202	1.190038	1.169642
SEVIR_5G289100v2	3.42968	6.003272	2.006493	1.661293	1.607842	2.188708	0.066331	0.147621	0.500219	5.522807	5.254617	4.277651	3.655432	3.651266	3.656371	0.408621	0.247684	0.163021
SEVIR_5G289200v2	9.769531	10.309082	9.132213	7.888101	7.358535	10.009594	4.474687	4.370318	7.916572	12.875486	13.864091	8.806175	12.677834	14.994686	13.588683	6.452838	5.242497	6.519584
SEVIR_5G289300v2	0.075531	0	0.047274	0	0	0.070837	0.067376	0.040025	0.103572	0.082556	0.198755	0	0	0.086082	0	0	0	0
SEVIR_5G289400v2	3.437084	1.91877	3.765385	1.429982	1.571756	1.776395	1.488497	0.685466	1.23451	2.698415	2.670525	2.726451	2.744277	3.024338	2.067597	1.357808	0.611523	0.767131
